asset,trades,w,l,e,wr,avg,ev,score,trades_ano,ml_c,stop,targ,bars,dir,hours
mnq,2324,628,1624,72,27.0,-0.016,-0.016,-0.78,484.8,0.0,0.3,0.75,6,both,"8,12,16,20"
mnq,1300,343,910,47,26.4,-0.023,-0.023,-0.83,271.2,0.0,0.3,0.75,6,long,"8,12,16,20"
mnq,1024,285,714,25,27.8,-0.008,-0.008,-0.25,213.6,0.0,0.3,0.75,6,short,"8,12,16,20"
mnq,2324,628,1624,72,27.0,-0.016,-0.016,-0.78,484.8,0.1,0.3,0.75,6,both,"8,12,16,20"
mnq,1300,343,910,47,26.4,-0.023,-0.023,-0.83,271.2,0.1,0.3,0.75,6,long,"8,12,16,20"
mnq,1024,285,714,25,27.8,-0.008,-0.008,-0.25,213.6,0.1,0.3,0.75,6,short,"8,12,16,20"
mnq,2324,628,1624,72,27.0,-0.016,-0.016,-0.78,484.8,0.2,0.3,0.75,6,both,"8,12,16,20"
mnq,1300,343,910,47,26.4,-0.023,-0.023,-0.83,271.2,0.2,0.3,0.75,6,long,"8,12,16,20"
mnq,1024,285,714,25,27.8,-0.008,-0.008,-0.25,213.6,0.2,0.3,0.75,6,short,"8,12,16,20"
mnq,2085,563,1484,38,27.0,-0.016,-0.016,-0.75,434.9,0.3,0.3,0.75,6,both,"8,12,16,20"
mnq,1163,301,833,29,25.9,-0.028,-0.028,-0.96,242.6,0.3,0.3,0.75,6,long,"8,12,16,20"
mnq,922,262,651,9,28.4,-0.002,-0.002,-0.05,192.3,0.3,0.3,0.75,6,short,"8,12,16,20"
mnq,958,272,676,10,28.4,-0.002,-0.002,-0.06,199.8,0.4,0.3,0.75,6,both,"8,12,16,20"
mnq,545,138,400,7,25.3,-0.034,-0.034,-0.8,113.7,0.4,0.3,0.75,6,long,"8,12,16,20"
mnq,413,134,276,3,32.4,0.041,0.041,0.83,86.1,0.4,0.3,0.75,6,short,"8,12,16,20"
mnq,111,45,64,2,40.5,0.126,0.126,1.32,23.2,0.5,0.3,0.75,6,both,"8,12,16,20"
mnq,39,14,23,2,35.9,0.077,0.077,0.48,8.1,0.5,0.3,0.75,6,long,"8,12,16,20"
mnq,72,31,41,0,43.1,0.152,0.152,1.29,15.0,0.5,0.3,0.75,6,short,"8,12,16,20"
mnq,2324,644,1637,43,27.7,-0.009,-0.009,-0.44,484.8,0.0,0.3,0.75,8,both,"8,12,16,20"
mnq,1300,357,919,24,27.5,-0.012,-0.012,-0.42,271.2,0.0,0.3,0.75,8,long,"8,12,16,20"
mnq,1024,287,718,19,28.0,-0.006,-0.006,-0.18,213.6,0.0,0.3,0.75,8,short,"8,12,16,20"
mnq,2324,644,1637,43,27.7,-0.009,-0.009,-0.44,484.8,0.1,0.3,0.75,8,both,"8,12,16,20"
mnq,1300,357,919,24,27.5,-0.012,-0.012,-0.42,271.2,0.1,0.3,0.75,8,long,"8,12,16,20"
mnq,1024,287,718,19,28.0,-0.006,-0.006,-0.18,213.6,0.1,0.3,0.75,8,short,"8,12,16,20"
mnq,2324,644,1637,43,27.7,-0.009,-0.009,-0.44,484.8,0.2,0.3,0.75,8,both,"8,12,16,20"
mnq,1300,357,919,24,27.5,-0.012,-0.012,-0.42,271.2,0.2,0.3,0.75,8,long,"8,12,16,20"
mnq,1024,287,718,19,28.0,-0.006,-0.006,-0.18,213.6,0.2,0.3,0.75,8,short,"8,12,16,20"
mnq,2085,572,1489,24,27.4,-0.012,-0.012,-0.55,434.9,0.3,0.3,0.75,8,both,"8,12,16,20"
mnq,1163,310,836,17,26.7,-0.02,-0.02,-0.69,242.6,0.3,0.3,0.75,8,long,"8,12,16,20"
mnq,922,262,653,7,28.4,-0.002,-0.002,-0.05,192.3,0.3,0.3,0.75,8,short,"8,12,16,20"
mnq,958,274,676,8,28.6,0.0,0.0,0.01,199.8,0.4,0.3,0.75,8,both,"8,12,16,20"
mnq,545,140,400,5,25.7,-0.03,-0.03,-0.71,113.7,0.4,0.3,0.75,8,long,"8,12,16,20"
mnq,413,134,276,3,32.4,0.041,0.041,0.83,86.1,0.4,0.3,0.75,8,short,"8,12,16,20"
mnq,111,45,64,2,40.5,0.126,0.126,1.32,23.2,0.5,0.3,0.75,8,both,"8,12,16,20"
mnq,39,14,23,2,35.9,0.077,0.077,0.48,8.1,0.5,0.3,0.75,8,long,"8,12,16,20"
mnq,72,31,41,0,43.1,0.152,0.152,1.29,15.0,0.5,0.3,0.75,8,short,"8,12,16,20"
mnq,2324,669,1645,10,28.8,0.002,0.002,0.11,484.8,0.0,0.3,0.75,12,both,"8,12,16,20"
mnq,1300,370,925,5,28.5,-0.001,-0.001,-0.04,271.2,0.0,0.3,0.75,12,long,"8,12,16,20"
mnq,1024,299,720,5,29.2,0.007,0.007,0.21,213.6,0.0,0.3,0.75,12,short,"8,12,16,20"
mnq,2324,669,1645,10,28.8,0.002,0.002,0.11,484.8,0.1,0.3,0.75,12,both,"8,12,16,20"
mnq,1300,370,925,5,28.5,-0.001,-0.001,-0.04,271.2,0.1,0.3,0.75,12,long,"8,12,16,20"
mnq,1024,299,720,5,29.2,0.007,0.007,0.21,213.6,0.1,0.3,0.75,12,short,"8,12,16,20"
mnq,2324,669,1645,10,28.8,0.002,0.002,0.11,484.8,0.2,0.3,0.75,12,both,"8,12,16,20"
mnq,1300,370,925,5,28.5,-0.001,-0.001,-0.04,271.2,0.2,0.3,0.75,12,long,"8,12,16,20"
mnq,1024,299,720,5,29.2,0.007,0.007,0.21,213.6,0.2,0.3,0.75,12,short,"8,12,16,20"
mnq,2085,586,1492,7,28.1,-0.005,-0.005,-0.22,434.9,0.3,0.3,0.75,12,both,"8,12,16,20"
mnq,1163,319,839,5,27.4,-0.012,-0.012,-0.41,242.6,0.3,0.3,0.75,12,long,"8,12,16,20"
mnq,922,267,653,2,29.0,0.004,0.004,0.12,192.3,0.3,0.3,0.75,12,short,"8,12,16,20"
mnq,958,278,676,4,29.0,0.005,0.005,0.15,199.8,0.4,0.3,0.75,12,both,"8,12,16,20"
mnq,545,142,400,3,26.1,-0.026,-0.026,-0.62,113.7,0.4,0.3,0.75,12,long,"8,12,16,20"
mnq,413,136,276,1,32.9,0.046,0.046,0.93,86.1,0.4,0.3,0.75,12,short,"8,12,16,20"
mnq,111,46,64,1,41.4,0.135,0.135,1.42,23.2,0.5,0.3,0.75,12,both,"8,12,16,20"
mnq,39,15,23,1,38.5,0.104,0.104,0.65,8.1,0.5,0.3,0.75,12,long,"8,12,16,20"
mnq,72,31,41,0,43.1,0.152,0.152,1.29,15.0,0.5,0.3,0.75,12,short,"8,12,16,20"
mnq,2324,674,1648,2,29.0,0.005,0.005,0.22,484.8,0.0,0.3,0.75,16,both,"8,12,16,20"
mnq,1300,374,925,1,28.8,0.002,0.002,0.07,271.2,0.0,0.3,0.75,16,long,"8,12,16,20"
mnq,1024,300,723,1,29.3,0.008,0.008,0.24,213.6,0.0,0.3,0.75,16,short,"8,12,16,20"
mnq,2324,674,1648,2,29.0,0.005,0.005,0.22,484.8,0.1,0.3,0.75,16,both,"8,12,16,20"
mnq,1300,374,925,1,28.8,0.002,0.002,0.07,271.2,0.1,0.3,0.75,16,long,"8,12,16,20"
mnq,1024,300,723,1,29.3,0.008,0.008,0.24,213.6,0.1,0.3,0.75,16,short,"8,12,16,20"
mnq,2324,674,1648,2,29.0,0.005,0.005,0.22,484.8,0.2,0.3,0.75,16,both,"8,12,16,20"
mnq,1300,374,925,1,28.8,0.002,0.002,0.07,271.2,0.2,0.3,0.75,16,long,"8,12,16,20"
mnq,1024,300,723,1,29.3,0.008,0.008,0.24,213.6,0.2,0.3,0.75,16,short,"8,12,16,20"
mnq,2085,590,1493,2,28.3,-0.003,-0.003,-0.13,434.9,0.3,0.3,0.75,16,both,"8,12,16,20"
mnq,1163,323,839,1,27.8,-0.008,-0.008,-0.29,242.6,0.3,0.3,0.75,16,long,"8,12,16,20"
mnq,922,267,654,1,29.0,0.004,0.004,0.12,192.3,0.3,0.3,0.75,16,short,"8,12,16,20"
mnq,958,281,676,1,29.3,0.008,0.008,0.25,199.8,0.4,0.3,0.75,16,both,"8,12,16,20"
mnq,545,145,400,0,26.6,-0.021,-0.021,-0.48,113.7,0.4,0.3,0.75,16,long,"8,12,16,20"
mnq,413,136,276,1,32.9,0.046,0.046,0.93,86.1,0.4,0.3,0.75,16,short,"8,12,16,20"
mnq,111,47,64,0,42.3,0.145,0.145,1.52,23.2,0.5,0.3,0.75,16,both,"8,12,16,20"
mnq,39,16,23,0,41.0,0.131,0.131,0.82,8.1,0.5,0.3,0.75,16,long,"8,12,16,20"
mnq,72,31,41,0,43.1,0.152,0.152,1.29,15.0,0.5,0.3,0.75,16,short,"8,12,16,20"
mnq,2324,675,1649,0,29.0,0.005,0.005,0.24,484.8,0.0,0.3,0.75,24,both,"8,12,16,20"
mnq,1300,374,926,0,28.8,0.002,0.002,0.07,271.2,0.0,0.3,0.75,24,long,"8,12,16,20"
mnq,1024,301,723,0,29.4,0.009,0.009,0.28,213.6,0.0,0.3,0.75,24,short,"8,12,16,20"
mnq,2324,675,1649,0,29.0,0.005,0.005,0.24,484.8,0.1,0.3,0.75,24,both,"8,12,16,20"
mnq,1300,374,926,0,28.8,0.002,0.002,0.07,271.2,0.1,0.3,0.75,24,long,"8,12,16,20"
mnq,1024,301,723,0,29.4,0.009,0.009,0.28,213.6,0.1,0.3,0.75,24,short,"8,12,16,20"
mnq,2324,675,1649,0,29.0,0.005,0.005,0.24,484.8,0.2,0.3,0.75,24,both,"8,12,16,20"
mnq,1300,374,926,0,28.8,0.002,0.002,0.07,271.2,0.2,0.3,0.75,24,long,"8,12,16,20"
mnq,1024,301,723,0,29.4,0.009,0.009,0.28,213.6,0.2,0.3,0.75,24,short,"8,12,16,20"
mnq,2085,591,1494,0,28.3,-0.002,-0.002,-0.11,434.9,0.3,0.3,0.75,24,both,"8,12,16,20"
mnq,1163,323,840,0,27.8,-0.008,-0.008,-0.29,242.6,0.3,0.3,0.75,24,long,"8,12,16,20"
mnq,922,268,654,0,29.1,0.005,0.005,0.16,192.3,0.3,0.3,0.75,24,short,"8,12,16,20"
mnq,958,282,676,0,29.4,0.009,0.009,0.28,199.8,0.4,0.3,0.75,24,both,"8,12,16,20"
mnq,545,145,400,0,26.6,-0.021,-0.021,-0.48,113.7,0.4,0.3,0.75,24,long,"8,12,16,20"
mnq,413,137,276,0,33.2,0.048,0.048,0.98,86.1,0.4,0.3,0.75,24,short,"8,12,16,20"
mnq,111,47,64,0,42.3,0.145,0.145,1.52,23.2,0.5,0.3,0.75,24,both,"8,12,16,20"
mnq,39,16,23,0,41.0,0.131,0.131,0.82,8.1,0.5,0.3,0.75,24,long,"8,12,16,20"
mnq,72,31,41,0,43.1,0.152,0.152,1.29,15.0,0.5,0.3,0.75,24,short,"8,12,16,20"
mnq,2324,516,1681,127,22.2,-0.011,-0.011,-0.55,484.8,0.0,0.3,1.0,6,both,"8,12,16,20"
mnq,1300,274,943,83,21.1,-0.026,-0.026,-0.94,271.2,0.0,0.3,1.0,6,long,"8,12,16,20"
mnq,1024,242,738,44,23.6,0.007,0.007,0.23,213.6,0.0,0.3,1.0,6,short,"8,12,16,20"
mnq,2324,516,1681,127,22.2,-0.011,-0.011,-0.55,484.8,0.1,0.3,1.0,6,both,"8,12,16,20"
mnq,1300,274,943,83,21.1,-0.026,-0.026,-0.94,271.2,0.1,0.3,1.0,6,long,"8,12,16,20"
mnq,1024,242,738,44,23.6,0.007,0.007,0.23,213.6,0.1,0.3,1.0,6,short,"8,12,16,20"
mnq,2324,516,1681,127,22.2,-0.011,-0.011,-0.55,484.8,0.2,0.3,1.0,6,both,"8,12,16,20"
mnq,1300,274,943,83,21.1,-0.026,-0.026,-0.94,271.2,0.2,0.3,1.0,6,long,"8,12,16,20"
mnq,1024,242,738,44,23.6,0.007,0.007,0.23,213.6,0.2,0.3,1.0,6,short,"8,12,16,20"
mnq,2085,469,1539,77,22.5,-0.008,-0.008,-0.35,434.9,0.3,0.3,1.0,6,both,"8,12,16,20"
mnq,1163,244,865,54,21.0,-0.027,-0.027,-0.93,242.6,0.3,0.3,1.0,6,long,"8,12,16,20"
mnq,922,225,674,23,24.4,0.017,0.017,0.52,192.3,0.3,0.3,1.0,6,short,"8,12,16,20"
mnq,958,241,699,18,25.2,0.027,0.027,0.84,199.8,0.4,0.3,1.0,6,both,"8,12,16,20"
mnq,545,119,416,10,21.8,-0.016,-0.016,-0.38,113.7,0.4,0.3,1.0,6,long,"8,12,16,20"
mnq,413,122,283,8,29.5,0.084,0.084,1.71,86.1,0.4,0.3,1.0,6,short,"8,12,16,20"
mnq,111,40,67,4,36.0,0.168,0.168,1.77,23.2,0.5,0.3,1.0,6,both,"8,12,16,20"
mnq,39,13,24,2,33.3,0.133,0.133,0.83,8.1,0.5,0.3,1.0,6,long,"8,12,16,20"
mnq,72,27,43,2,37.5,0.188,0.188,1.59,15.0,0.5,0.3,1.0,6,short,"8,12,16,20"
mnq,2324,540,1699,85,23.2,0.002,0.002,0.1,484.8,0.0,0.3,1.0,8,both,"8,12,16,20"
mnq,1300,291,955,54,22.4,-0.009,-0.009,-0.32,271.2,0.0,0.3,1.0,8,long,"8,12,16,20"
mnq,1024,249,744,31,24.3,0.016,0.016,0.52,213.6,0.0,0.3,1.0,8,short,"8,12,16,20"
mnq,2324,540,1699,85,23.2,0.002,0.002,0.1,484.8,0.1,0.3,1.0,8,both,"8,12,16,20"
mnq,1300,291,955,54,22.4,-0.009,-0.009,-0.32,271.2,0.1,0.3,1.0,8,long,"8,12,16,20"
mnq,1024,249,744,31,24.3,0.016,0.016,0.52,213.6,0.1,0.3,1.0,8,short,"8,12,16,20"
mnq,2324,540,1699,85,23.2,0.002,0.002,0.1,484.8,0.2,0.3,1.0,8,both,"8,12,16,20"
mnq,1300,291,955,54,22.4,-0.009,-0.009,-0.32,271.2,0.2,0.3,1.0,8,long,"8,12,16,20"
mnq,1024,249,744,31,24.3,0.016,0.016,0.52,213.6,0.2,0.3,1.0,8,short,"8,12,16,20"
mnq,2085,489,1547,49,23.5,0.005,0.005,0.22,434.9,0.3,0.3,1.0,8,both,"8,12,16,20"
mnq,1163,259,869,35,22.3,-0.01,-0.01,-0.36,242.6,0.3,0.3,1.0,8,long,"8,12,16,20"
mnq,922,230,678,14,24.9,0.024,0.024,0.74,192.3,0.3,0.3,1.0,8,short,"8,12,16,20"
mnq,958,244,700,14,25.5,0.031,0.031,0.96,199.8,0.4,0.3,1.0,8,both,"8,12,16,20"
mnq,545,121,416,8,22.2,-0.011,-0.011,-0.27,113.7,0.4,0.3,1.0,8,long,"8,12,16,20"
mnq,413,123,284,6,29.8,0.087,0.087,1.77,86.1,0.4,0.3,1.0,8,short,"8,12,16,20"
mnq,111,40,67,4,36.0,0.168,0.168,1.77,23.2,0.5,0.3,1.0,8,both,"8,12,16,20"
mnq,39,13,24,2,33.3,0.133,0.133,0.83,8.1,0.5,0.3,1.0,8,long,"8,12,16,20"
mnq,72,27,43,2,37.5,0.188,0.188,1.59,15.0,0.5,0.3,1.0,8,short,"8,12,16,20"
mnq,2324,575,1715,34,24.7,0.022,0.022,1.04,484.8,0.0,0.3,1.0,12,both,"8,12,16,20"
mnq,1300,311,968,21,23.9,0.011,0.011,0.4,271.2,0.0,0.3,1.0,12,long,"8,12,16,20"
mnq,1024,264,747,13,25.8,0.035,0.035,1.12,213.6,0.0,0.3,1.0,12,short,"8,12,16,20"
mnq,2324,575,1715,34,24.7,0.022,0.022,1.04,484.8,0.1,0.3,1.0,12,both,"8,12,16,20"
mnq,1300,311,968,21,23.9,0.011,0.011,0.4,271.2,0.1,0.3,1.0,12,long,"8,12,16,20"
mnq,1024,264,747,13,25.8,0.035,0.035,1.12,213.6,0.1,0.3,1.0,12,short,"8,12,16,20"
mnq,2324,575,1715,34,24.7,0.022,0.022,1.04,484.8,0.2,0.3,1.0,12,both,"8,12,16,20"
mnq,1300,311,968,21,23.9,0.011,0.011,0.4,271.2,0.2,0.3,1.0,12,long,"8,12,16,20"
mnq,1024,264,747,13,25.8,0.035,0.035,1.12,213.6,0.2,0.3,1.0,12,short,"8,12,16,20"
mnq,2085,513,1552,20,24.6,0.02,0.02,0.91,434.9,0.3,0.3,1.0,12,both,"8,12,16,20"
mnq,1163,273,874,16,23.5,0.005,0.005,0.18,242.6,0.3,0.3,1.0,12,long,"8,12,16,20"
mnq,922,240,678,4,26.0,0.038,0.038,1.17,192.3,0.3,0.3,1.0,12,short,"8,12,16,20"
mnq,958,250,700,8,26.1,0.039,0.039,1.21,199.8,0.4,0.3,1.0,12,both,"8,12,16,20"
mnq,545,123,416,6,22.6,-0.007,-0.007,-0.15,113.7,0.4,0.3,1.0,12,long,"8,12,16,20"
mnq,413,127,284,2,30.8,0.1,0.1,2.03,86.1,0.4,0.3,1.0,12,short,"8,12,16,20"
mnq,111,41,67,3,36.9,0.18,0.18,1.9,23.2,0.5,0.3,1.0,12,both,"8,12,16,20"
mnq,39,13,24,2,33.3,0.133,0.133,0.83,8.1,0.5,0.3,1.0,12,long,"8,12,16,20"
mnq,72,28,43,1,38.9,0.206,0.206,1.74,15.0,0.5,0.3,1.0,12,short,"8,12,16,20"
mnq,2324,590,1726,8,25.4,0.03,0.03,1.45,484.8,0.0,0.3,1.0,16,both,"8,12,16,20"
mnq,1300,323,973,4,24.8,0.023,0.023,0.83,271.2,0.0,0.3,1.0,16,long,"8,12,16,20"
mnq,1024,267,753,4,26.1,0.039,0.039,1.25,213.6,0.0,0.3,1.0,16,short,"8,12,16,20"
mnq,2324,590,1726,8,25.4,0.03,0.03,1.45,484.8,0.1,0.3,1.0,16,both,"8,12,16,20"
mnq,1300,323,973,4,24.8,0.023,0.023,0.83,271.2,0.1,0.3,1.0,16,long,"8,12,16,20"
mnq,1024,267,753,4,26.1,0.039,0.039,1.25,213.6,0.1,0.3,1.0,16,short,"8,12,16,20"
mnq,2324,590,1726,8,25.4,0.03,0.03,1.45,484.8,0.2,0.3,1.0,16,both,"8,12,16,20"
mnq,1300,323,973,4,24.8,0.023,0.023,0.83,271.2,0.2,0.3,1.0,16,long,"8,12,16,20"
mnq,1024,267,753,4,26.1,0.039,0.039,1.25,213.6,0.2,0.3,1.0,16,short,"8,12,16,20"
mnq,2085,523,1557,5,25.1,0.026,0.026,1.19,434.9,0.3,0.3,1.0,16,both,"8,12,16,20"
mnq,1163,283,877,3,24.3,0.016,0.016,0.56,242.6,0.3,0.3,1.0,16,long,"8,12,16,20"
mnq,922,240,680,2,26.0,0.038,0.038,1.17,192.3,0.3,0.3,1.0,16,short,"8,12,16,20"
mnq,958,255,700,3,26.6,0.046,0.046,1.42,199.8,0.4,0.3,1.0,16,both,"8,12,16,20"
mnq,545,128,416,1,23.5,0.005,0.005,0.12,113.7,0.4,0.3,1.0,16,long,"8,12,16,20"
mnq,413,127,284,2,30.8,0.1,0.1,2.03,86.1,0.4,0.3,1.0,16,short,"8,12,16,20"
mnq,111,43,67,1,38.7,0.204,0.204,2.15,23.2,0.5,0.3,1.0,16,both,"8,12,16,20"
mnq,39,15,24,0,38.5,0.2,0.2,1.25,8.1,0.5,0.3,1.0,16,long,"8,12,16,20"
mnq,72,28,43,1,38.9,0.206,0.206,1.74,15.0,0.5,0.3,1.0,16,short,"8,12,16,20"
mnq,2324,592,1730,2,25.5,0.031,0.031,1.5,484.8,0.0,0.3,1.0,24,both,"8,12,16,20"
mnq,1300,324,976,0,24.9,0.024,0.024,0.87,271.2,0.0,0.3,1.0,24,long,"8,12,16,20"
mnq,1024,268,754,2,26.2,0.04,0.04,1.29,213.6,0.0,0.3,1.0,24,short,"8,12,16,20"
mnq,2324,592,1730,2,25.5,0.031,0.031,1.5,484.8,0.1,0.3,1.0,24,both,"8,12,16,20"
mnq,1300,324,976,0,24.9,0.024,0.024,0.87,271.2,0.1,0.3,1.0,24,long,"8,12,16,20"
mnq,1024,268,754,2,26.2,0.04,0.04,1.29,213.6,0.1,0.3,1.0,24,short,"8,12,16,20"
mnq,2324,592,1730,2,25.5,0.031,0.031,1.5,484.8,0.2,0.3,1.0,24,both,"8,12,16,20"
mnq,1300,324,976,0,24.9,0.024,0.024,0.87,271.2,0.2,0.3,1.0,24,long,"8,12,16,20"
mnq,1024,268,754,2,26.2,0.04,0.04,1.29,213.6,0.2,0.3,1.0,24,short,"8,12,16,20"
mnq,2085,524,1559,2,25.1,0.027,0.027,1.22,434.9,0.3,0.3,1.0,24,both,"8,12,16,20"
mnq,1163,284,879,0,24.4,0.017,0.017,0.6,242.6,0.3,0.3,1.0,24,long,"8,12,16,20"
mnq,922,240,680,2,26.0,0.038,0.038,1.17,192.3,0.3,0.3,1.0,24,short,"8,12,16,20"
mnq,958,256,700,2,26.7,0.047,0.047,1.47,199.8,0.4,0.3,1.0,24,both,"8,12,16,20"
mnq,545,129,416,0,23.7,0.008,0.008,0.18,113.7,0.4,0.3,1.0,24,long,"8,12,16,20"
mnq,413,127,284,2,30.8,0.1,0.1,2.03,86.1,0.4,0.3,1.0,24,short,"8,12,16,20"
mnq,111,43,67,1,38.7,0.204,0.204,2.15,23.2,0.5,0.3,1.0,24,both,"8,12,16,20"
mnq,39,15,24,0,38.5,0.2,0.2,1.25,8.1,0.5,0.3,1.0,24,long,"8,12,16,20"
mnq,72,28,43,1,38.9,0.206,0.206,1.74,15.0,0.5,0.3,1.0,24,short,"8,12,16,20"
mnq,2324,366,1736,222,15.7,-0.017,-0.017,-0.8,484.8,0.0,0.3,1.5,6,both,"8,12,16,20"
mnq,1300,191,975,134,14.7,-0.036,-0.036,-1.28,271.2,0.0,0.3,1.5,6,long,"8,12,16,20"
mnq,1024,175,761,88,17.1,0.008,0.008,0.24,213.6,0.0,0.3,1.5,6,short,"8,12,16,20"
mnq,2324,366,1736,222,15.7,-0.017,-0.017,-0.8,484.8,0.1,0.3,1.5,6,both,"8,12,16,20"
mnq,1300,191,975,134,14.7,-0.036,-0.036,-1.28,271.2,0.1,0.3,1.5,6,long,"8,12,16,20"
mnq,1024,175,761,88,17.1,0.008,0.008,0.24,213.6,0.1,0.3,1.5,6,short,"8,12,16,20"
mnq,2324,366,1736,222,15.7,-0.017,-0.017,-0.8,484.8,0.2,0.3,1.5,6,both,"8,12,16,20"
mnq,1300,191,975,134,14.7,-0.036,-0.036,-1.28,271.2,0.2,0.3,1.5,6,long,"8,12,16,20"
mnq,1024,175,761,88,17.1,0.008,0.008,0.24,213.6,0.2,0.3,1.5,6,short,"8,12,16,20"
mnq,2085,344,1593,148,16.5,-0.003,-0.003,-0.14,434.9,0.3,0.3,1.5,6,both,"8,12,16,20"
mnq,1163,175,896,92,15.0,-0.029,-0.029,-0.99,242.6,0.3,0.3,1.5,6,long,"8,12,16,20"
mnq,922,169,697,56,18.3,0.03,0.03,0.91,192.3,0.3,0.3,1.5,6,short,"8,12,16,20"
mnq,958,187,719,52,19.5,0.051,0.051,1.59,199.8,0.4,0.3,1.5,6,both,"8,12,16,20"
mnq,545,94,427,24,17.2,0.01,0.01,0.24,113.7,0.4,0.3,1.5,6,long,"8,12,16,20"
mnq,413,93,292,28,22.5,0.105,0.105,2.14,86.1,0.4,0.3,1.5,6,short,"8,12,16,20"
mnq,111,28,71,12,25.2,0.154,0.154,1.62,23.2,0.5,0.3,1.5,6,both,"8,12,16,20"
mnq,39,8,26,5,20.5,0.069,0.069,0.43,8.1,0.5,0.3,1.5,6,long,"8,12,16,20"
mnq,72,20,45,7,27.8,0.2,0.2,1.7,15.0,0.5,0.3,1.5,6,short,"8,12,16,20"
mnq,2324,386,1759,179,16.6,-0.001,-0.001,-0.05,484.8,0.0,0.3,1.5,8,both,"8,12,16,20"
mnq,1300,201,991,108,15.5,-0.022,-0.022,-0.78,271.2,0.0,0.3,1.5,8,long,"8,12,16,20"
mnq,1024,185,768,71,18.1,0.025,0.025,0.81,213.6,0.0,0.3,1.5,8,short,"8,12,16,20"
mnq,2324,386,1759,179,16.6,-0.001,-0.001,-0.05,484.8,0.1,0.3,1.5,8,both,"8,12,16,20"
mnq,1300,201,991,108,15.5,-0.022,-0.022,-0.78,271.2,0.1,0.3,1.5,8,long,"8,12,16,20"
mnq,1024,185,768,71,18.1,0.025,0.025,0.81,213.6,0.1,0.3,1.5,8,short,"8,12,16,20"
mnq,2324,386,1759,179,16.6,-0.001,-0.001,-0.05,484.8,0.2,0.3,1.5,8,both,"8,12,16,20"
mnq,1300,201,991,108,15.5,-0.022,-0.022,-0.78,271.2,0.2,0.3,1.5,8,long,"8,12,16,20"
mnq,1024,185,768,71,18.1,0.025,0.025,0.81,213.6,0.2,0.3,1.5,8,short,"8,12,16,20"
mnq,2085,359,1606,120,17.2,0.01,0.01,0.45,434.9,0.3,0.3,1.5,8,both,"8,12,16,20"
mnq,1163,182,904,77,15.6,-0.018,-0.018,-0.62,242.6,0.3,0.3,1.5,8,long,"8,12,16,20"
mnq,922,177,702,43,19.2,0.046,0.046,1.38,192.3,0.3,0.3,1.5,8,short,"8,12,16,20"
mnq,958,193,721,44,20.1,0.063,0.063,1.94,199.8,0.4,0.3,1.5,8,both,"8,12,16,20"
mnq,545,97,427,21,17.8,0.02,0.02,0.48,113.7,0.4,0.3,1.5,8,long,"8,12,16,20"
mnq,413,96,294,23,23.2,0.118,0.118,2.41,86.1,0.4,0.3,1.5,8,short,"8,12,16,20"
mnq,111,31,71,9,27.9,0.203,0.203,2.14,23.2,0.5,0.3,1.5,8,both,"8,12,16,20"
mnq,39,9,26,4,23.1,0.115,0.115,0.72,8.1,0.5,0.3,1.5,8,long,"8,12,16,20"
mnq,72,22,45,5,30.6,0.25,0.25,2.12,15.0,0.5,0.3,1.5,8,short,"8,12,16,20"
mnq,2324,430,1788,106,18.5,0.033,0.033,1.59,484.8,0.0,0.3,1.5,12,both,"8,12,16,20"
mnq,1300,228,1011,61,17.5,0.016,0.016,0.57,271.2,0.0,0.3,1.5,12,long,"8,12,16,20"
mnq,1024,202,777,45,19.7,0.055,0.055,1.76,213.6,0.0,0.3,1.5,12,short,"8,12,16,20"
mnq,2324,430,1788,106,18.5,0.033,0.033,1.59,484.8,0.1,0.3,1.5,12,both,"8,12,16,20"
mnq,1300,228,1011,61,17.5,0.016,0.016,0.57,271.2,0.1,0.3,1.5,12,long,"8,12,16,20"
mnq,1024,202,777,45,19.7,0.055,0.055,1.76,213.6,0.1,0.3,1.5,12,short,"8,12,16,20"
mnq,2324,430,1788,106,18.5,0.033,0.033,1.59,484.8,0.2,0.3,1.5,12,both,"8,12,16,20"
mnq,1300,228,1011,61,17.5,0.016,0.016,0.57,271.2,0.2,0.3,1.5,12,long,"8,12,16,20"
mnq,1024,202,777,45,19.7,0.055,0.055,1.76,213.6,0.2,0.3,1.5,12,short,"8,12,16,20"
mnq,2085,392,1618,75,18.8,0.038,0.038,1.75,434.9,0.3,0.3,1.5,12,both,"8,12,16,20"
mnq,1163,204,913,46,17.5,0.016,0.016,0.54,242.6,0.3,0.3,1.5,12,long,"8,12,16,20"
mnq,922,188,705,29,20.4,0.067,0.067,2.04,192.3,0.3,0.3,1.5,12,short,"8,12,16,20"
mnq,958,206,722,30,21.5,0.087,0.087,2.69,199.8,0.4,0.3,1.5,12,both,"8,12,16,20"
mnq,545,103,428,14,18.9,0.04,0.04,0.94,113.7,0.4,0.3,1.5,12,long,"8,12,16,20"
mnq,413,103,294,16,24.9,0.149,0.149,3.03,86.1,0.4,0.3,1.5,12,short,"8,12,16,20"
mnq,111,32,71,8,28.8,0.219,0.219,2.31,23.2,0.5,0.3,1.5,12,both,"8,12,16,20"
mnq,39,9,26,4,23.1,0.115,0.115,0.72,8.1,0.5,0.3,1.5,12,long,"8,12,16,20"
