asset,trades,w,l,e,wr,avg,ev,score,trades_ano,ml_c,stop,targ,bars,dir,hours
cl,296,79,216,1,26.7,0.047,0.047,0.81,61.7,0.5,0.3,1.0,16,short,"8,12,16,20"
cl,2284,613,1671,0,26.8,0.049,0.049,2.34,476.4,0.0,0.3,1.0,24,both,"8,12,16,20"
cl,1052,278,774,0,26.4,0.044,0.044,1.41,219.4,0.0,0.3,1.0,24,long,"8,12,16,20"
cl,1232,335,897,0,27.2,0.053,0.053,1.88,257.0,0.0,0.3,1.0,24,short,"8,12,16,20"
cl,2284,613,1671,0,26.8,0.049,0.049,2.34,476.4,0.1,0.3,1.0,24,both,"8,12,16,20"
cl,1052,278,774,0,26.4,0.044,0.044,1.41,219.4,0.1,0.3,1.0,24,long,"8,12,16,20"
cl,1232,335,897,0,27.2,0.053,0.053,1.88,257.0,0.1,0.3,1.0,24,short,"8,12,16,20"
cl,2274,612,1662,0,26.9,0.05,0.05,2.38,474.3,0.2,0.3,1.0,24,both,"8,12,16,20"
cl,1046,278,768,0,26.6,0.046,0.046,1.47,218.2,0.2,0.3,1.0,24,long,"8,12,16,20"
cl,1228,334,894,0,27.2,0.054,0.054,1.88,256.2,0.2,0.3,1.0,24,short,"8,12,16,20"
cl,1966,551,1415,0,28.0,0.064,0.064,2.85,410.1,0.3,0.3,1.0,24,both,"8,12,16,20"
cl,870,242,628,0,27.8,0.062,0.062,1.82,181.5,0.3,0.3,1.0,24,long,"8,12,16,20"
cl,1096,309,787,0,28.2,0.067,0.067,2.2,228.6,0.3,0.3,1.0,24,short,"8,12,16,20"
cl,1291,356,935,0,27.6,0.058,0.058,2.1,269.3,0.4,0.3,1.0,24,both,"8,12,16,20"
cl,549,152,397,0,27.7,0.06,0.06,1.4,114.5,0.4,0.3,1.0,24,long,"8,12,16,20"
cl,742,204,538,0,27.5,0.057,0.057,1.56,154.8,0.4,0.3,1.0,24,short,"8,12,16,20"
cl,486,142,344,0,29.2,0.08,0.08,1.76,101.4,0.5,0.3,1.0,24,both,"8,12,16,20"
cl,190,63,127,0,33.2,0.131,0.131,1.81,39.6,0.5,0.3,1.0,24,long,"8,12,16,20"
cl,296,79,217,0,26.7,0.047,0.047,0.81,61.7,0.5,0.3,1.0,24,short,"8,12,16,20"
cl,2284,366,1641,277,16.0,-0.012,-0.012,-0.55,476.4,0.0,0.3,1.5,6,both,"8,12,16,20"
cl,1052,175,753,124,16.6,-0.001,-0.001,-0.02,219.4,0.0,0.3,1.5,6,long,"8,12,16,20"
cl,1232,191,888,153,15.5,-0.021,-0.021,-0.74,257.0,0.0,0.3,1.5,6,short,"8,12,16,20"
cl,2284,366,1641,277,16.0,-0.012,-0.012,-0.55,476.4,0.1,0.3,1.5,6,both,"8,12,16,20"
cl,1052,175,753,124,16.6,-0.001,-0.001,-0.02,219.4,0.1,0.3,1.5,6,long,"8,12,16,20"
cl,1232,191,888,153,15.5,-0.021,-0.021,-0.74,257.0,0.1,0.3,1.5,6,short,"8,12,16,20"
cl,2274,366,1634,274,16.1,-0.01,-0.01,-0.49,474.3,0.2,0.3,1.5,6,both,"8,12,16,20"
cl,1046,175,748,123,16.7,0.001,0.001,0.04,218.2,0.2,0.3,1.5,6,long,"8,12,16,20"
cl,1228,191,886,151,15.6,-0.02,-0.02,-0.7,256.2,0.2,0.3,1.5,6,short,"8,12,16,20"
cl,1966,356,1421,189,18.1,0.026,0.026,1.15,410.1,0.3,0.3,1.5,6,both,"8,12,16,20"
cl,870,168,625,77,19.3,0.048,0.048,1.4,181.5,0.3,0.3,1.5,6,long,"8,12,16,20"
cl,1096,188,796,112,17.2,0.009,0.009,0.29,228.6,0.3,0.3,1.5,6,short,"8,12,16,20"
cl,1291,256,948,87,19.8,0.057,0.057,2.05,269.3,0.4,0.3,1.5,6,both,"8,12,16,20"
cl,549,117,399,33,21.3,0.084,0.084,1.96,114.5,0.4,0.3,1.5,6,long,"8,12,16,20"
cl,742,139,549,54,18.7,0.037,0.037,1.01,154.8,0.4,0.3,1.5,6,short,"8,12,16,20"
cl,486,100,348,38,20.6,0.07,0.07,1.55,101.4,0.5,0.3,1.5,6,both,"8,12,16,20"
cl,190,47,127,16,24.7,0.145,0.145,2.0,39.6,0.5,0.3,1.5,6,long,"8,12,16,20"
cl,296,53,221,22,17.9,0.022,0.022,0.38,61.7,0.5,0.3,1.5,6,short,"8,12,16,20"
cl,2284,396,1659,229,17.3,0.012,0.012,0.58,476.4,0.0,0.3,1.5,8,both,"8,12,16,20"
cl,1052,189,755,108,18.0,0.023,0.023,0.76,219.4,0.0,0.3,1.5,8,long,"8,12,16,20"
cl,1232,207,904,121,16.8,0.002,0.002,0.09,257.0,0.0,0.3,1.5,8,short,"8,12,16,20"
cl,2284,396,1659,229,17.3,0.012,0.012,0.58,476.4,0.1,0.3,1.5,8,both,"8,12,16,20"
cl,1052,189,755,108,18.0,0.023,0.023,0.76,219.4,0.1,0.3,1.5,8,long,"8,12,16,20"
cl,1232,207,904,121,16.8,0.002,0.002,0.09,257.0,0.1,0.3,1.5,8,short,"8,12,16,20"
cl,2274,396,1652,226,17.4,0.013,0.013,0.64,474.3,0.2,0.3,1.5,8,both,"8,12,16,20"
cl,1046,189,750,107,18.1,0.025,0.025,0.82,218.2,0.2,0.3,1.5,8,long,"8,12,16,20"
cl,1228,207,902,119,16.9,0.003,0.003,0.12,256.2,0.2,0.3,1.5,8,short,"8,12,16,20"
cl,1966,383,1434,149,19.5,0.051,0.051,2.25,410.1,0.3,0.3,1.5,8,both,"8,12,16,20"
cl,870,180,626,64,20.7,0.072,0.072,2.14,181.5,0.3,0.3,1.5,8,long,"8,12,16,20"
cl,1096,203,808,85,18.5,0.033,0.033,1.11,228.6,0.3,0.3,1.5,8,short,"8,12,16,20"
cl,1291,268,956,67,20.8,0.074,0.074,2.65,269.3,0.4,0.3,1.5,8,both,"8,12,16,20"
cl,549,122,400,27,22.2,0.1,0.1,2.34,114.5,0.4,0.3,1.5,8,long,"8,12,16,20"
cl,742,146,556,40,19.7,0.054,0.054,1.48,154.8,0.4,0.3,1.5,8,short,"8,12,16,20"
cl,486,104,352,30,21.4,0.085,0.085,1.88,101.4,0.5,0.3,1.5,8,both,"8,12,16,20"
cl,190,49,127,14,25.8,0.164,0.164,2.26,39.6,0.5,0.3,1.5,8,long,"8,12,16,20"
cl,296,55,225,16,18.6,0.034,0.034,0.59,61.7,0.5,0.3,1.5,8,short,"8,12,16,20"
cl,2284,469,1738,77,20.5,0.07,0.07,3.33,476.4,0.0,0.3,1.5,12,both,"8,12,16,20"
cl,1052,216,799,37,20.5,0.07,0.07,2.26,219.4,0.0,0.3,1.5,12,long,"8,12,16,20"
cl,1232,253,939,40,20.5,0.07,0.07,2.44,257.0,0.0,0.3,1.5,12,short,"8,12,16,20"
cl,2284,469,1738,77,20.5,0.07,0.07,3.33,476.4,0.1,0.3,1.5,12,both,"8,12,16,20"
cl,1052,216,799,37,20.5,0.07,0.07,2.26,219.4,0.1,0.3,1.5,12,long,"8,12,16,20"
cl,1232,253,939,40,20.5,0.07,0.07,2.44,257.0,0.1,0.3,1.5,12,short,"8,12,16,20"
cl,2274,468,1729,77,20.6,0.07,0.07,3.36,474.3,0.2,0.3,1.5,12,both,"8,12,16,20"
cl,1046,216,793,37,20.7,0.072,0.072,2.32,218.2,0.2,0.3,1.5,12,long,"8,12,16,20"
cl,1228,252,936,40,20.5,0.069,0.069,2.43,256.2,0.2,0.3,1.5,12,short,"8,12,16,20"
cl,1966,435,1472,59,22.1,0.098,0.098,4.36,410.1,0.3,0.3,1.5,12,both,"8,12,16,20"
cl,870,198,647,25,22.8,0.11,0.11,3.23,181.5,0.3,0.3,1.5,12,long,"8,12,16,20"
cl,1096,237,825,34,21.6,0.089,0.089,2.95,228.6,0.3,0.3,1.5,12,short,"8,12,16,20"
cl,1291,289,969,33,22.4,0.103,0.103,3.7,269.3,0.4,0.3,1.5,12,both,"8,12,16,20"
cl,549,128,407,14,23.3,0.12,0.12,2.8,114.5,0.4,0.3,1.5,12,long,"8,12,16,20"
cl,742,161,562,19,21.7,0.091,0.091,2.47,154.8,0.4,0.3,1.5,12,short,"8,12,16,20"
cl,486,115,355,16,23.7,0.126,0.126,2.78,101.4,0.5,0.3,1.5,12,both,"8,12,16,20"
cl,190,53,130,7,27.9,0.202,0.202,2.79,39.6,0.5,0.3,1.5,12,long,"8,12,16,20"
cl,296,62,225,9,20.9,0.077,0.077,1.33,61.7,0.5,0.3,1.5,12,short,"8,12,16,20"
cl,2284,498,1766,20,21.8,0.092,0.092,4.42,476.4,0.0,0.3,1.5,16,both,"8,12,16,20"
cl,1052,227,816,9,21.6,0.088,0.088,2.87,219.4,0.0,0.3,1.5,16,long,"8,12,16,20"
cl,1232,271,950,11,22.0,0.096,0.096,3.37,257.0,0.0,0.3,1.5,16,short,"8,12,16,20"
cl,2284,498,1766,20,21.8,0.092,0.092,4.42,476.4,0.1,0.3,1.5,16,both,"8,12,16,20"
cl,1052,227,816,9,21.6,0.088,0.088,2.87,219.4,0.1,0.3,1.5,16,long,"8,12,16,20"
cl,1232,271,950,11,22.0,0.096,0.096,3.37,257.0,0.1,0.3,1.5,16,short,"8,12,16,20"
cl,2274,497,1757,20,21.9,0.093,0.093,4.45,474.3,0.2,0.3,1.5,16,both,"8,12,16,20"
cl,1046,227,810,9,21.7,0.091,0.091,2.93,218.2,0.2,0.3,1.5,16,long,"8,12,16,20"
cl,1228,270,947,11,22.0,0.096,0.096,3.36,256.2,0.2,0.3,1.5,16,short,"8,12,16,20"
cl,1966,457,1490,19,23.2,0.118,0.118,5.25,410.1,0.3,0.3,1.5,16,both,"8,12,16,20"
cl,870,205,657,8,23.6,0.124,0.124,3.66,181.5,0.3,0.3,1.5,16,long,"8,12,16,20"
cl,1096,252,833,11,23.0,0.114,0.114,3.77,228.6,0.3,0.3,1.5,16,short,"8,12,16,20"
cl,1291,304,977,10,23.5,0.124,0.124,4.45,269.3,0.4,0.3,1.5,16,both,"8,12,16,20"
cl,549,135,411,3,24.6,0.143,0.143,3.34,114.5,0.4,0.3,1.5,16,long,"8,12,16,20"
cl,742,169,566,7,22.8,0.11,0.11,3.0,154.8,0.4,0.3,1.5,16,short,"8,12,16,20"
cl,486,121,361,4,24.9,0.148,0.148,3.27,101.4,0.5,0.3,1.5,16,both,"8,12,16,20"
cl,190,56,133,1,29.5,0.231,0.231,3.18,39.6,0.5,0.3,1.5,16,long,"8,12,16,20"
cl,296,65,228,3,22.0,0.095,0.095,1.64,61.7,0.5,0.3,1.5,16,short,"8,12,16,20"
cl,2284,503,1780,1,22.0,0.096,0.096,4.61,476.4,0.0,0.3,1.5,24,both,"8,12,16,20"
cl,1052,230,822,0,21.9,0.094,0.094,3.03,219.4,0.0,0.3,1.5,24,long,"8,12,16,20"
cl,1232,273,958,1,22.2,0.099,0.099,3.47,257.0,0.0,0.3,1.5,24,short,"8,12,16,20"
cl,2284,503,1780,1,22.0,0.096,0.096,4.61,476.4,0.1,0.3,1.5,24,both,"8,12,16,20"
cl,1052,230,822,0,21.9,0.094,0.094,3.03,219.4,0.1,0.3,1.5,24,long,"8,12,16,20"
cl,1232,273,958,1,22.2,0.099,0.099,3.47,257.0,0.1,0.3,1.5,24,short,"8,12,16,20"
cl,2274,502,1771,1,22.1,0.097,0.097,4.64,474.3,0.2,0.3,1.5,24,both,"8,12,16,20"
cl,1046,230,816,0,22.0,0.096,0.096,3.1,218.2,0.2,0.3,1.5,24,long,"8,12,16,20"
cl,1228,272,955,1,22.1,0.099,0.099,3.46,256.2,0.2,0.3,1.5,24,short,"8,12,16,20"
cl,1966,462,1503,1,23.5,0.123,0.123,5.45,410.1,0.3,0.3,1.5,24,both,"8,12,16,20"
cl,870,208,662,0,23.9,0.13,0.13,3.84,181.5,0.3,0.3,1.5,24,long,"8,12,16,20"
cl,1096,254,841,1,23.2,0.117,0.117,3.88,228.6,0.3,0.3,1.5,24,short,"8,12,16,20"
cl,1291,306,984,1,23.7,0.127,0.127,4.55,269.3,0.4,0.3,1.5,24,both,"8,12,16,20"
cl,549,136,413,0,24.8,0.146,0.146,3.42,114.5,0.4,0.3,1.5,24,long,"8,12,16,20"
cl,742,170,571,1,22.9,0.112,0.112,3.06,154.8,0.4,0.3,1.5,24,short,"8,12,16,20"
cl,486,123,363,0,25.3,0.156,0.156,3.43,101.4,0.5,0.3,1.5,24,both,"8,12,16,20"
cl,190,57,133,0,30.0,0.24,0.24,3.31,39.6,0.5,0.3,1.5,24,long,"8,12,16,20"
cl,296,66,230,0,22.3,0.101,0.101,1.74,61.7,0.5,0.3,1.5,24,short,"8,12,16,20"
cl,2284,279,1673,332,12.2,-0.019,-0.019,-0.91,476.4,0.0,0.3,2.0,6,both,"8,12,16,20"
cl,1052,128,768,156,12.2,-0.02,-0.02,-0.65,219.4,0.0,0.3,2.0,6,long,"8,12,16,20"
cl,1232,151,905,176,12.3,-0.018,-0.018,-0.64,257.0,0.0,0.3,2.0,6,short,"8,12,16,20"
cl,2284,279,1673,332,12.2,-0.019,-0.019,-0.91,476.4,0.1,0.3,2.0,6,both,"8,12,16,20"
cl,1052,128,768,156,12.2,-0.02,-0.02,-0.65,219.4,0.1,0.3,2.0,6,long,"8,12,16,20"
cl,1232,151,905,176,12.3,-0.018,-0.018,-0.64,257.0,0.1,0.3,2.0,6,short,"8,12,16,20"
cl,2274,279,1666,329,12.3,-0.018,-0.018,-0.85,474.3,0.2,0.3,2.0,6,both,"8,12,16,20"
cl,1046,128,763,155,12.2,-0.019,-0.019,-0.6,218.2,0.2,0.3,2.0,6,long,"8,12,16,20"
cl,1228,151,903,174,12.3,-0.017,-0.017,-0.6,256.2,0.2,0.3,2.0,6,short,"8,12,16,20"
cl,1966,272,1452,242,13.8,0.018,0.018,0.81,410.1,0.3,0.3,2.0,6,both,"8,12,16,20"
cl,870,124,639,107,14.3,0.028,0.028,0.82,181.5,0.3,0.3,2.0,6,long,"8,12,16,20"
cl,1096,148,813,135,13.5,0.011,0.011,0.35,228.6,0.3,0.3,2.0,6,short,"8,12,16,20"
cl,1291,200,973,118,15.5,0.056,0.056,2.02,269.3,0.4,0.3,2.0,6,both,"8,12,16,20"
cl,549,88,411,50,16.0,0.069,0.069,1.61,114.5,0.4,0.3,2.0,6,long,"8,12,16,20"
cl,742,112,562,68,15.1,0.047,0.047,1.28,154.8,0.4,0.3,2.0,6,short,"8,12,16,20"
cl,486,79,356,51,16.3,0.074,0.074,1.63,101.4,0.5,0.3,2.0,6,both,"8,12,16,20"
cl,190,36,132,22,18.9,0.136,0.136,1.87,39.6,0.5,0.3,2.0,6,long,"8,12,16,20"
cl,296,43,224,29,14.5,0.034,0.034,0.59,61.7,0.5,0.3,2.0,6,short,"8,12,16,20"
cl,2284,299,1692,293,13.1,0.001,0.001,0.05,476.4,0.0,0.3,2.0,8,both,"8,12,16,20"
cl,1052,141,770,141,13.4,0.008,0.008,0.27,219.4,0.0,0.3,2.0,8,long,"8,12,16,20"
cl,1232,158,922,152,12.8,-0.005,-0.005,-0.18,257.0,0.0,0.3,2.0,8,short,"8,12,16,20"
cl,2284,299,1692,293,13.1,0.001,0.001,0.05,476.4,0.1,0.3,2.0,8,both,"8,12,16,20"
cl,1052,141,770,141,13.4,0.008,0.008,0.27,219.4,0.1,0.3,2.0,8,long,"8,12,16,20"
cl,1232,158,922,152,12.8,-0.005,-0.005,-0.18,257.0,0.1,0.3,2.0,8,short,"8,12,16,20"
cl,2274,299,1685,290,13.1,0.002,0.002,0.12,474.3,0.2,0.3,2.0,8,both,"8,12,16,20"
cl,1046,141,765,140,13.5,0.01,0.01,0.32,218.2,0.2,0.3,2.0,8,long,"8,12,16,20"
cl,1228,158,920,150,12.9,-0.004,-0.004,-0.14,256.2,0.2,0.3,2.0,8,short,"8,12,16,20"
cl,1966,290,1466,210,14.8,0.039,0.039,1.74,410.1,0.3,0.3,2.0,8,both,"8,12,16,20"
cl,870,135,640,95,15.5,0.057,0.057,1.68,181.5,0.3,0.3,2.0,8,long,"8,12,16,20"
cl,1096,155,826,115,14.1,0.025,0.025,0.84,228.6,0.3,0.3,2.0,8,short,"8,12,16,20"
cl,1291,209,982,100,16.2,0.072,0.072,2.6,269.3,0.4,0.3,2.0,8,both,"8,12,16,20"
cl,549,94,412,43,17.1,0.094,0.094,2.2,114.5,0.4,0.3,2.0,8,long,"8,12,16,20"
cl,742,115,570,57,15.5,0.056,0.056,1.54,154.8,0.4,0.3,2.0,8,short,"8,12,16,20"
cl,486,83,361,42,17.1,0.093,0.093,2.05,101.4,0.5,0.3,2.0,8,both,"8,12,16,20"
cl,190,40,132,18,21.1,0.184,0.184,2.54,39.6,0.5,0.3,2.0,8,long,"8,12,16,20"
cl,296,43,229,24,14.5,0.034,0.034,0.59,61.7,0.5,0.3,2.0,8,short,"8,12,16,20"
cl,2284,352,1781,151,15.4,0.054,0.054,2.6,476.4,0.0,0.3,2.0,12,both,"8,12,16,20"
cl,1052,168,817,67,16.0,0.067,0.067,2.18,219.4,0.0,0.3,2.0,12,long,"8,12,16,20"
cl,1232,184,964,84,14.9,0.044,0.044,1.53,257.0,0.0,0.3,2.0,12,short,"8,12,16,20"
cl,2284,352,1781,151,15.4,0.054,0.054,2.6,476.4,0.1,0.3,2.0,12,both,"8,12,16,20"
cl,1052,168,817,67,16.0,0.067,0.067,2.18,219.4,0.1,0.3,2.0,12,long,"8,12,16,20"
cl,1232,184,964,84,14.9,0.044,0.044,1.53,257.0,0.1,0.3,2.0,12,short,"8,12,16,20"
cl,2274,351,1772,151,15.4,0.055,0.055,2.62,474.3,0.2,0.3,2.0,12,both,"8,12,16,20"
cl,1046,168,811,67,16.1,0.069,0.069,2.24,218.2,0.2,0.3,2.0,12,long,"8,12,16,20"
cl,1228,183,961,84,14.9,0.043,0.043,1.5,256.2,0.2,0.3,2.0,12,short,"8,12,16,20"
cl,1966,328,1513,125,16.7,0.084,0.084,3.71,410.1,0.3,0.3,2.0,12,both,"8,12,16,20"
cl,870,156,663,51,17.9,0.112,0.112,3.32,181.5,0.3,0.3,2.0,12,long,"8,12,16,20"
cl,1096,172,850,74,15.7,0.061,0.061,2.02,228.6,0.3,0.3,2.0,12,short,"8,12,16,20"
cl,1291,228,999,64,17.7,0.106,0.106,3.82,269.3,0.4,0.3,2.0,12,both,"8,12,16,20"
cl,549,105,419,25,19.1,0.14,0.14,3.28,114.5,0.4,0.3,2.0,12,long,"8,12,16,20"
cl,742,123,580,39,16.6,0.081,0.081,2.21,154.8,0.4,0.3,2.0,12,short,"8,12,16,20"
cl,486,93,366,27,19.1,0.14,0.14,3.09,101.4,0.5,0.3,2.0,12,both,"8,12,16,20"
cl,190,45,135,10,23.7,0.245,0.245,3.37,39.6,0.5,0.3,2.0,12,long,"8,12,16,20"
cl,296,48,231,17,16.2,0.073,0.073,1.26,61.7,0.5,0.3,2.0,12,short,"8,12,16,20"
cl,2284,407,1827,50,17.8,0.11,0.11,5.25,476.4,0.0,0.3,2.0,16,both,"8,12,16,20"
cl,1052,188,840,24,17.9,0.111,0.111,3.6,219.4,0.0,0.3,2.0,16,long,"8,12,16,20"
cl,1232,219,987,26,17.8,0.109,0.109,3.82,257.0,0.0,0.3,2.0,16,short,"8,12,16,20"
cl,2284,407,1827,50,17.8,0.11,0.11,5.25,476.4,0.1,0.3,2.0,16,both,"8,12,16,20"
cl,1052,188,840,24,17.9,0.111,0.111,3.6,219.4,0.1,0.3,2.0,16,long,"8,12,16,20"
cl,1232,219,987,26,17.8,0.109,0.109,3.82,257.0,0.1,0.3,2.0,16,short,"8,12,16,20"
cl,2274,406,1818,50,17.9,0.111,0.111,5.28,474.3,0.2,0.3,2.0,16,both,"8,12,16,20"
cl,1046,188,834,24,18.0,0.113,0.113,3.67,218.2,0.2,0.3,2.0,16,long,"8,12,16,20"
cl,1228,218,984,26,17.8,0.108,0.108,3.8,256.2,0.2,0.3,2.0,16,short,"8,12,16,20"
cl,1966,376,1548,42,19.1,0.14,0.14,6.2,410.1,0.3,0.3,2.0,16,both,"8,12,16,20"
cl,870,173,678,19,19.9,0.157,0.157,4.64,181.5,0.3,0.3,2.0,16,long,"8,12,16,20"
cl,1096,203,870,23,18.5,0.126,0.126,4.17,228.6,0.3,0.3,2.0,16,short,"8,12,16,20"
cl,1291,254,1017,20,19.7,0.153,0.153,5.48,269.3,0.4,0.3,2.0,16,both,"8,12,16,20"
cl,549,115,425,9,20.9,0.182,0.182,4.26,114.5,0.4,0.3,2.0,16,long,"8,12,16,20"
cl,742,139,592,11,18.7,0.131,0.131,3.56,154.8,0.4,0.3,2.0,16,short,"8,12,16,20"
cl,486,104,374,8,21.4,0.192,0.192,4.24,101.4,0.5,0.3,2.0,16,both,"8,12,16,20"
cl,190,49,138,3,25.8,0.293,0.293,4.04,39.6,0.5,0.3,2.0,16,long,"8,12,16,20"
cl,296,55,236,5,18.6,0.127,0.127,2.19,61.7,0.5,0.3,2.0,16,short,"8,12,16,20"
cl,2284,424,1855,5,18.6,0.127,0.127,6.07,476.4,0.0,0.3,2.0,24,both,"8,12,16,20"
cl,1052,196,853,3,18.6,0.129,0.129,4.17,219.4,0.0,0.3,2.0,24,long,"8,12,16,20"
cl,1232,228,1002,2,18.5,0.126,0.126,4.41,257.0,0.0,0.3,2.0,24,short,"8,12,16,20"
cl,2284,424,1855,5,18.6,0.127,0.127,6.07,476.4,0.1,0.3,2.0,24,both,"8,12,16,20"
cl,1052,196,853,3,18.6,0.129,0.129,4.17,219.4,0.1,0.3,2.0,24,long,"8,12,16,20"
cl,1232,228,1002,2,18.5,0.126,0.126,4.41,257.0,0.1,0.3,2.0,24,short,"8,12,16,20"
cl,2274,423,1846,5,18.6,0.128,0.128,6.1,474.3,0.2,0.3,2.0,24,both,"8,12,16,20"
cl,1046,196,847,3,18.7,0.131,0.131,4.24,218.2,0.2,0.3,2.0,24,long,"8,12,16,20"
cl,1228,227,999,2,18.5,0.125,0.125,4.39,256.2,0.2,0.3,2.0,24,short,"8,12,16,20"
cl,1966,386,1575,5,19.6,0.152,0.152,6.72,410.1,0.3,0.3,2.0,24,both,"8,12,16,20"
cl,870,177,690,3,20.3,0.168,0.168,4.95,181.5,0.3,0.3,2.0,24,long,"8,12,16,20"
cl,1096,209,885,2,19.1,0.139,0.139,4.59,228.6,0.3,0.3,2.0,24,short,"8,12,16,20"
cl,1291,260,1028,3,20.1,0.163,0.163,5.86,269.3,0.4,0.3,2.0,24,both,"8,12,16,20"
cl,549,117,431,1,21.3,0.19,0.19,4.46,114.5,0.4,0.3,2.0,24,long,"8,12,16,20"
cl,742,143,597,2,19.3,0.143,0.143,3.9,154.8,0.4,0.3,2.0,24,short,"8,12,16,20"
cl,486,109,376,1,22.4,0.216,0.216,4.76,101.4,0.5,0.3,2.0,24,both,"8,12,16,20"
cl,190,51,138,1,26.8,0.317,0.317,4.37,39.6,0.5,0.3,2.0,24,long,"8,12,16,20"
cl,296,58,238,0,19.6,0.151,0.151,2.59,61.7,0.5,0.3,2.0,24,short,"8,12,16,20"
cl,2284,162,1714,408,7.1,-0.066,-0.066,-3.15,476.4,0.0,0.3,3.0,6,both,"8,12,16,20"
cl,1052,75,784,193,7.1,-0.065,-0.065,-2.1,219.4,0.0,0.3,3.0,6,long,"8,12,16,20"
cl,1232,87,930,215,7.1,-0.067,-0.067,-2.35,257.0,0.0,0.3,3.0,6,short,"8,12,16,20"
cl,2284,162,1714,408,7.1,-0.066,-0.066,-3.15,476.4,0.1,0.3,3.0,6,both,"8,12,16,20"
cl,1052,75,784,193,7.1,-0.065,-0.065,-2.1,219.4,0.1,0.3,3.0,6,long,"8,12,16,20"
cl,1232,87,930,215,7.1,-0.067,-0.067,-2.35,257.0,0.1,0.3,3.0,6,short,"8,12,16,20"
cl,2274,162,1707,405,7.1,-0.065,-0.065,-3.1,474.3,0.2,0.3,3.0,6,both,"8,12,16,20"
cl,1046,75,779,192,7.2,-0.063,-0.063,-2.05,218.2,0.2,0.3,3.0,6,long,"8,12,16,20"
cl,1228,87,928,213,7.1,-0.066,-0.066,-2.32,256.2,0.2,0.3,3.0,6,short,"8,12,16,20"
cl,1966,159,1492,315,8.1,-0.033,-0.033,-1.47,410.1,0.3,0.3,3.0,6,both,"8,12,16,20"
cl,870,73,654,143,8.4,-0.023,-0.023,-0.68,181.5,0.3,0.3,3.0,6,long,"8,12,16,20"
cl,1096,86,838,172,7.8,-0.041,-0.041,-1.36,228.6,0.3,0.3,3.0,6,short,"8,12,16,20"
cl,1291,122,1006,163,9.5,0.012,0.012,0.43,269.3,0.4,0.3,3.0,6,both,"8,12,16,20"
cl,549,56,423,70,10.2,0.037,0.037,0.86,114.5,0.4,0.3,3.0,6,long,"8,12,16,20"
cl,742,66,583,93,8.9,-0.006,-0.006,-0.18,154.8,0.4,0.3,3.0,6,short,"8,12,16,20"
cl,486,41,370,75,8.4,-0.022,-0.022,-0.48,101.4,0.5,0.3,3.0,6,both,"8,12,16,20"
cl,190,18,138,34,9.5,0.013,0.013,0.17,39.6,0.5,0.3,3.0,6,long,"8,12,16,20"
cl,296,23,232,41,7.8,-0.044,-0.044,-0.75,61.7,0.5,0.3,3.0,6,short,"8,12,16,20"
cl,2284,174,1737,373,7.6,-0.049,-0.049,-2.32,476.4,0.0,0.3,3.0,8,both,"8,12,16,20"
cl,1052,81,787,184,7.7,-0.046,-0.046,-1.49,219.4,0.0,0.3,3.0,8,long,"8,12,16,20"
cl,1232,93,950,189,7.5,-0.051,-0.051,-1.79,257.0,0.0,0.3,3.0,8,short,"8,12,16,20"
cl,2284,174,1737,373,7.6,-0.049,-0.049,-2.32,476.4,0.1,0.3,3.0,8,both,"8,12,16,20"
cl,1052,81,787,184,7.7,-0.046,-0.046,-1.49,219.4,0.1,0.3,3.0,8,long,"8,12,16,20"
cl,1232,93,950,189,7.5,-0.051,-0.051,-1.79,257.0,0.1,0.3,3.0,8,short,"8,12,16,20"
cl,2274,174,1730,370,7.7,-0.047,-0.047,-2.26,474.3,0.2,0.3,3.0,8,both,"8,12,16,20"
cl,1046,81,782,183,7.7,-0.044,-0.044,-1.44,218.2,0.2,0.3,3.0,8,long,"8,12,16,20"
cl,1228,93,948,187,7.6,-0.05,-0.05,-1.75,256.2,0.2,0.3,3.0,8,short,"8,12,16,20"
cl,1966,170,1510,286,8.6,-0.015,-0.015,-0.65,410.1,0.3,0.3,3.0,8,both,"8,12,16,20"
cl,870,79,656,135,9.1,-0.0,-0.0,-0.01,181.5,0.3,0.3,3.0,8,long,"8,12,16,20"
cl,1096,91,854,151,8.3,-0.026,-0.026,-0.86,228.6,0.3,0.3,3.0,8,short,"8,12,16,20"
cl,1291,128,1018,145,9.9,0.027,0.027,0.98,269.3,0.4,0.3,3.0,8,both,"8,12,16,20"
cl,549,59,425,65,10.7,0.055,0.055,1.28,114.5,0.4,0.3,3.0,8,long,"8,12,16,20"
cl,742,69,593,80,9.3,0.007,0.007,0.19,154.8,0.4,0.3,3.0,8,short,"8,12,16,20"
cl,486,43,376,67,8.8,-0.008,-0.008,-0.18,101.4,0.5,0.3,3.0,8,both,"8,12,16,20"
cl,190,19,138,33,10.0,0.03,0.03,0.41,39.6,0.5,0.3,3.0,8,long,"8,12,16,20"
cl,296,24,238,34,8.1,-0.032,-0.032,-0.56,61.7,0.5,0.3,3.0,8,short,"8,12,16,20"
cl,2284,200,1831,253,8.8,-0.011,-0.011,-0.53,476.4,0.0,0.3,3.0,12,both,"8,12,16,20"
cl,1052,93,835,124,8.8,-0.008,-0.008,-0.27,219.4,0.0,0.3,3.0,12,long,"8,12,16,20"
cl,1232,107,996,129,8.7,-0.013,-0.013,-0.47,257.0,0.0,0.3,3.0,12,short,"8,12,16,20"
