combo,n,wr_1h,edge_1h,wr_4h,edge_4h
open_1h_acima_close_ant_cl + open_mnq_acima_cl + above_sma50_btc,2045,0.2616136919315403,0.015457246586042778,0.7002444987775062,0.02681993381720882
open_1h_acima_close_ant_cl + above_sma50_btc,2045,0.2616136919315403,0.015457246586042778,0.7002444987775062,0.02681993381720882
open_1h_acima_close_ant_cl + open_mnq_abaixo_btc + above_sma50_btc,2045,0.2616136919315403,0.015457246586042778,0.7002444987775062,0.02681993381720882
open_w_acima_w_ant_btc + adx_mnq_muito_alto + above_sma50_cl,1292,0.26160990712074306,0.015453461775245508,0.6904024767801857,0.01697791181988839
open_1h_acima_close_ant_mnq + open_4h_acima_4h_ant_es + above_ema20_btc,1487,0.26160053799596505,0.015444092650467506,0.6933422999327505,0.019917734972453194
open_1h_acima_close_ant_btc + adx_es_alto + above_sma50_mnq,3039,0.26159921026653504,0.015442764921037494,0.6999012833168805,0.026476718356583162
rsi_cl_abaixo_40 + open_1h_acima_close_ant_btc + above_sma50_es,539,0.26159554730983303,0.015439101964335483,0.7050092764378478,0.03158471147755049
es_btc_discordam_mnq + adx_mnq_alto + above_ema20_es,302,0.26158940397350994,0.015432958628012389,0.7284768211920529,0.05505225623175558
rsi_mnq_acima_60 + above_sma50_cl + is_evening,302,0.26158940397350994,0.015432958628012389,0.6688741721854304,-0.004550392774866907
btc_mnq_oposto + rsi_mnq_acima_60 + above_sma50_es,1208,0.26158940397350994,0.015432958628012389,0.7086092715231788,0.03518470656288142
open_4h_acima_4h_ant_mnq + open_d_acima_d_ant_es + adx_mnq_muito_alto,1510,0.26158940397350994,0.015432958628012389,0.695364238410596,0.02193967345029868
btc_mnq_mesmo_sentido + open_1h_acima_close_ant_es + adx_mnq_alto,1942,0.2615859938208033,0.015429548475305727,0.684346035015448,0.01092147005515065
open_w_acima_w_ant_es + adx_mnq_alto + is_us,1533,0.26157860404435745,0.015422158698859906,0.6947162426614482,0.021291677701150813
open_w_acima_w_ant_btc + above_sma50_mnq + above_ema20_btc,2118,0.2615675165250236,0.015411071179526031,0.7082152974504249,0.03479073249012754
open_1h_acima_close_ant_cl + open_w_acima_w_ant_cl + above_sma50_es,1059,0.2615675165250236,0.015411071179526031,0.7025495750708215,0.029125010110524152
es_btc_concordam_mnq + open_d_acima_d_ant_es + adx_mnq_muito_alto,1319,0.26156178923426837,0.015405343888770823,0.6921910538286581,0.018766488868360742
open_4h_acima_4h_ant_btc + adx_es_alto + above_ema20_cl,2703,0.26156122826489087,0.015404782919393317,0.6847946725860156,0.011370107625718218
open_4h_acima_4h_ant_es + above_sma50_mnq + above_ema20_mnq,3590,0.26155988857938717,0.015403443233889619,0.7016713091922006,0.02824674423190321
open_4h_acima_4h_ant_btc + open_w_acima_w_ant_es + adx_es_alto,2034,0.2615535889872173,0.015397143641719763,0.6868239921337267,0.013399427173429346
adx_es_alto + above_sma50_cl + is_asia,2294,0.26155187445510025,0.015395429109602704,0.6961639058413251,0.022739340881027803
btc_mnq_mesmo_sentido + adx_mnq_alto + above_sma50_cl,3464,0.2615473441108545,0.015390898765356958,0.6991916859122402,0.02576712095194289
es_mnq_oposto + open_w_acima_w_ant_cl + above_sma50_mnq,325,0.26153846153846155,0.015382016192964004,0.7692307692307693,0.09580620427047193
open_d_acima_d_ant_mnq + open_d_acima_d_ant_btc + above_ema20_mnq,2275,0.26153846153846155,0.015382016192964004,0.6989010989010989,0.025476533940801516
es_mnq_mesmo_sentido + open_d_acima_d_ant_mnq + is_us,1950,0.26153846153846155,0.015382016192964004,0.701025641025641,0.027601076065343677
es_btc_discordam_mnq + open_1h_acima_close_ant_mnq + above_ema20_cl,130,0.26153846153846155,0.015382016192964004,0.7230769230769231,0.04965235811662572
rsi_cl_abaixo_40 + open_1h_acima_close_ant_cl + is_us,195,0.26153846153846155,0.015382016192964004,0.676923076923077,0.0034985119627796157
above_sma50_mnq + above_sma50_btc + is_us,1713,0.2615294804436661,0.015373035098168536,0.7209573847051955,0.0475328197448982
rsi_mnq_acima_60 + open_d_acima_d_ant_cl + above_sma50_es,1323,0.2615268329554044,0.01537038760990686,0.7021919879062736,0.02876742294597623
open_1h_acima_close_ant_mnq + open_4h_acima_4h_ant_es + above_ema20_es,1736,0.26152073732718895,0.015364291981691397,0.6952764976958525,0.02185193273555519
btc_mnq_mesmo_sentido + adx_mnq_muito_alto + above_ema20_es,1671,0.26152004787552363,0.015363602530026083,0.703770197486535,0.030345632526237676
btc_mnq_oposto + open_4h_acima_4h_ant_btc + above_sma50_es,1411,0.261516654854713,0.015360209509215433,0.6810772501771793,0.007652685216882005
open_1h_acima_close_ant_cl + open_4h_acima_4h_ant_es + adx_cl_alto,1717,0.26150262085032033,0.015346175504822784,0.691322073383809,0.017897508423511677
adx_es_alto + above_sma50_btc + is_asia,2348,0.2614991482112436,0.015342702865746044,0.692504258943782,0.019079693983484636
open_d_acima_d_ant_cl + adx_mnq_alto + above_sma50_cl,2719,0.26149319602795146,0.015336750682453909,0.7017285766826039,0.028304011722306566
open_1h_acima_close_ant_cl + above_sma50_mnq + above_ema20_mnq,2023,0.2614928324270885,0.015336387081590935,0.6979733069698467,0.024548742009549374
open_d_acima_d_ant_es + open_d_acima_d_ant_btc + above_sma50_btc,2023,0.2614928324270885,0.015336387081590935,0.7048937221947602,0.03146915723446286
open_w_acima_w_ant_mnq + open_w_acima_w_ant_btc + above_sma50_es,1828,0.2614879649890591,0.015331519643561525,0.7078774617067833,0.034452896746485995
es_mnq_oposto + es_btc_discordam_mnq + above_ema20_cl,283,0.26148409893992935,0.015327653594431806,0.6855123674911661,0.012087802530868719
es_btc_discordam_mnq + open_mnq_abaixo_btc + above_ema20_cl,283,0.26148409893992935,0.015327653594431806,0.6855123674911661,0.012087802530868719
es_mnq_oposto + btc_mnq_oposto + above_ema20_cl,283,0.26148409893992935,0.015327653594431806,0.6855123674911661,0.012087802530868719
es_btc_discordam_mnq + open_mnq_acima_cl + above_ema20_cl,283,0.26148409893992935,0.015327653594431806,0.6855123674911661,0.012087802530868719
es_btc_discordam_mnq + open_mnq_acima_es + above_ema20_cl,283,0.26148409893992935,0.015327653594431806,0.6855123674911661,0.012087802530868719
btc_mnq_oposto + es_btc_discordam_mnq + above_ema20_cl,283,0.26148409893992935,0.015327653594431806,0.6855123674911661,0.012087802530868719
open_4h_acima_4h_ant_cl + open_d_acima_d_ant_cl + adx_mnq_muito_alto,1415,0.26148409893992935,0.015327653594431806,0.7081272084805653,0.03470264352026797
es_btc_discordam_mnq + above_ema20_cl,283,0.26148409893992935,0.015327653594431806,0.6855123674911661,0.012087802530868719
open_1h_acima_close_ant_mnq + open_d_acima_d_ant_mnq + adx_mnq_alto,2264,0.26148409893992935,0.015327653594431806,0.6943462897526502,0.02092172479235288
open_1h_acima_close_ant_cl + adx_cl_alto + above_sma50_btc,1851,0.2614802809292274,0.015323835583729878,0.697460831982712,0.02403626702241468
open_d_acima_d_ant_cl + adx_mnq_alto + is_us,1786,0.261478163493841,0.01532171814834346,0.6959686450167973,0.022544080056499993
adx_mnq_muito_alto + above_sma50_mnq + above_ema20_mnq,2287,0.2614779186707477,0.015321473325250162,0.7201574114560559,0.046732846495758595
open_4h_acima_4h_ant_btc + open_w_acima_w_ant_mnq + is_evening,501,0.26147704590818366,0.01532060056268611,0.6806387225548902,0.007214157594592874
es_btc_concordam_mnq + rsi_cl_acima_60 + adx_cl_alto,1220,0.2614754098360656,0.015318964490568049,0.7024590163934427,0.029034451433145314
es_btc_concordam_mnq + rsi_mnq_acima_60 + adx_mnq_alto,1438,0.2614742698191933,0.015317824473695757,0.7107093184979137,0.0372847535376164
open_1h_acima_close_ant_btc + open_d_acima_d_ant_es + above_sma50_mnq,1855,0.261455525606469,0.01529908026097146,0.6964959568733153,0.02307139191301799
open_1h_acima_close_ant_cl + open_4h_acima_4h_ant_mnq + adx_mnq_alto,1790,0.26145251396648045,0.0152960686209829,0.6921787709497207,0.018754205989423345
adx_mnq_muito_alto + above_sma50_es + above_ema20_es,2337,0.26144629867351304,0.015289853328015496,0.7120239623448866,0.038599397384589285
open_1h_acima_close_ant_cl + open_4h_acima_4h_ant_cl + open_d_acima_d_ant_es,983,0.2614445574771109,0.015288112131613324,0.7009155645981688,0.027490999637871494
open_1h_acima_close_ant_mnq + open_d_acima_d_ant_mnq + above_ema20_btc,1442,0.26144244105409153,0.015285995708593986,0.7018030513176144,0.0283784863573171
open_4h_acima_4h_ant_mnq + open_d_acima_d_ant_btc + above_sma50_cl,1748,0.261441647597254,0.015285202251756475,0.6779176201372997,0.004493055177002381
open_d_acima_d_ant_btc + open_mnq_acima_es + is_us,2142,0.26143790849673204,0.015281463151234492,0.6839402427637722,0.010515677803474843
open_d_acima_d_ant_btc + open_mnq_acima_cl + is_us,2142,0.26143790849673204,0.015281463151234492,0.6839402427637722,0.010515677803474843
open_d_acima_d_ant_btc + is_us,2142,0.26143790849673204,0.015281463151234492,0.6839402427637722,0.010515677803474843
open_d_acima_d_ant_btc + open_mnq_abaixo_btc + is_us,2142,0.26143790849673204,0.015281463151234492,0.6839402427637722,0.010515677803474843
open_1h_acima_close_ant_mnq + open_1h_acima_close_ant_es + open_d_acima_d_ant_mnq,1159,0.2614322691975841,0.015275823852086562,0.6842105263157895,0.010785961355492146
rsi_mnq_acima_60 + adx_es_alto + above_sma50_es,2735,0.26142595978062155,0.015269514435124004,0.7107861060329068,0.03736154107260947
btc_mnq_mesmo_sentido + open_d_acima_d_ant_cl + adx_es_alto,3133,0.26141078838174275,0.015254343036245205,0.6996488988190233,0.026224333858725912
rsi_cl_acima_60 + open_1h_acima_close_ant_mnq + open_d_acima_d_ant_mnq,482,0.26141078838174275,0.015254343036245205,0.6950207468879668,0.021596181927669433
btc_mnq_mesmo_sentido + open_1h_acima_close_ant_btc + is_us,1446,0.26141078838174275,0.015254343036245205,0.7005532503457814,0.027128685385484075
open_d_acima_d_ant_mnq + open_w_acima_w_ant_cl + adx_es_alto,2345,0.261407249466951,0.015250804121453437,0.6959488272921108,0.022524262331813483
open_d_acima_d_ant_btc + above_sma50_mnq + above_sma50_es,3179,0.261402956904687,0.015246511559189463,0.6942434727901856,0.020818907829888267
open_d_acima_d_ant_es + open_w_acima_w_ant_cl + adx_es_alto,2215,0.2613995485327314,0.015243103187233847,0.691647855530474,0.018223290570176687
open_1h_acima_close_ant_cl + open_w_acima_w_ant_btc + adx_mnq_alto,1691,0.2613837965700769,0.015227351224579327,0.6818450620934359,0.008420497133138527
open_1h_acima_close_ant_btc + open_4h_acima_4h_ant_cl + above_sma50_mnq,1802,0.26137624861265263,0.01521980326715508,0.6986681465038845,0.02524358154358719
open_1h_acima_close_ant_es + open_4h_acima_4h_ant_btc + above_ema20_cl,945,0.2613756613756614,0.015219216030163824,0.6772486772486772,0.003824112288379866
open_1h_acima_close_ant_es + open_4h_acima_4h_ant_btc + is_evening,352,0.26136363636363635,0.015207191018138805,0.6789772727272727,0.005552707766975362
open_4h_acima_4h_ant_es + open_w_acima_w_ant_btc + adx_mnq_muito_alto,1255,0.2613545816733068,0.015198136327809225,0.6892430278884463,0.015818462928148924
adx_mnq_alto + above_sma50_btc + is_asia,2334,0.26135389888603255,0.015197453540535005,0.6953727506426736,0.02194818568237622
open_d_acima_d_ant_cl + above_ema20_es + is_us,1167,0.26135389888603255,0.015197453540535005,0.7086546700942588,0.03523010513396141
open_1h_acima_close_ant_mnq + open_d_acima_d_ant_btc + adx_es_alto,2158,0.26135310472659873,0.01519665938110118,0.6811862835959221,0.007761718635624804
open_1h_acima_close_ant_cl + adx_mnq_alto + above_ema20_cl,1829,0.2613449972662657,0.01518855192076815,0.6861673045379989,0.012742739577701556
adx_mnq_muito_alto + above_ema20_mnq + above_ema20_btc,1741,0.26134405514072373,0.015187609795226181,0.7093624353819644,0.03593787042166707
open_1h_acima_close_ant_mnq + open_4h_acima_4h_ant_es + is_evening,551,0.2613430127041742,0.015186567358676656,0.6442831215970962,-0.029141443363201125
btc_mnq_mesmo_sentido + open_1h_acima_close_ant_es + adx_es_alto,1940,0.261340206185567,0.015183760840069477,0.6876288659793814,0.014204301019084098
open_4h_acima_4h_ant_btc + open_w_acima_w_ant_btc + above_sma50_btc,1852,0.2613390928725702,0.015182647527072629,0.7008639308855291,0.027439365925231773
above_sma50_mnq + above_ema20_mnq + above_ema20_btc,3903,0.26133743274404303,0.015180987398545481,0.703561363054061,0.030136798093763684
open_1h_acima_close_ant_mnq + open_d_acima_d_ant_mnq + above_ema20_es,1611,0.26132836747361887,0.015171922128121323,0.6908752327746741,0.017450667814376764
rsi_mnq_acima_60 + open_w_acima_w_ant_btc + adx_es_alto,1259,0.26131850675139,0.015162061405892463,0.7132644956314536,0.03983993067115621
open_w_acima_w_ant_es + open_w_acima_w_ant_btc + above_sma50_cl,1370,0.2613138686131387,0.015157423267641162,0.7072992700729926,0.0338747051126953
rsi_mnq_acima_60 + adx_mnq_alto + above_ema20_es,2740,0.2613138686131387,0.015157423267641162,0.7083941605839416,0.03496959562364421
open_4h_acima_4h_ant_es + above_sma50_btc,3337,0.261312556188193,0.015156110842695442,0.706323044650884,0.03289847969058668
open_4h_acima_4h_ant_es + open_mnq_acima_cl + above_sma50_btc,3337,0.261312556188193,0.015156110842695442,0.706323044650884,0.03289847969058668
open_4h_acima_4h_ant_es + open_mnq_abaixo_btc + above_sma50_btc,3337,0.261312556188193,0.015156110842695442,0.706323044650884,0.03289847969058668
open_4h_acima_4h_ant_es + open_mnq_acima_es + above_sma50_btc,3337,0.261312556188193,0.015156110842695442,0.706323044650884,0.03289847969058668
open_4h_acima_4h_ant_mnq + open_d_acima_d_ant_es + open_d_acima_d_ant_btc,2078,0.2613089509143407,0.01515250556884315,0.6934552454282964,0.02003068046799905
btc_mnq_mesmo_sentido + open_w_acima_w_ant_mnq + is_us,1194,0.2613065326633166,0.015150087317819055,0.7026800670016751,0.029255502041377723
es_btc_discordam_mnq + adx_mnq_alto + is_asia,199,0.2613065326633166,0.015150087317819055,0.6984924623115578,0.02506789735126047
btc_mnq_mesmo_sentido + open_d_acima_d_ant_cl + above_ema20_cl,1902,0.26130389064143006,0.01514744529593251,0.7018927444794952,0.02846817951919789
open_d_acima_d_ant_mnq + above_sma50_btc + above_ema20_btc,2832,0.2612994350282486,0.015142989682751046,0.7122175141242938,0.03879294916399645
open_4h_acima_4h_ant_btc + open_w_acima_w_ant_btc + above_ema20_btc,1925,0.2612987012987013,0.01514225595320376,0.6903896103896104,0.016965045429313097
open_d_acima_d_ant_es + above_sma50_mnq + above_ema20_btc,2346,0.2612958226768968,0.015139377331399279,0.7058823529411765,0.03245778798087917
open_1h_acima_close_ant_mnq + adx_cl_alto + above_sma50_es,2656,0.26129518072289154,0.015138735377393991,0.6844879518072289,0.011063386846931533
rsi_cl_acima_60 + open_4h_acima_4h_ant_mnq + open_w_acima_w_ant_btc,620,0.26129032258064516,0.015133877235147614,0.6564516129032258,-0.0169729520570715
open_4h_acima_4h_ant_cl + above_sma50_es + above_sma50_btc,2216,0.2612815884476534,0.015125143102155875,0.6999097472924187,0.026485182332121382
open_d_acima_d_ant_es + open_d_acima_d_ant_btc + is_asia,1374,0.2612809315866084,0.015124486241110874,0.6943231441048034,0.020898579144506102
btc_mnq_mesmo_sentido + open_4h_acima_4h_ant_btc + is_us,1508,0.2612732095490716,0.015116764203574079,0.7035809018567639,0.030156336896466573
open_w_acima_w_ant_es + above_ema20_btc + is_us,865,0.261271676300578,0.015115230955080466,0.7098265895953757,0.036402024635078356
open_4h_acima_4h_ant_btc + open_d_acima_d_ant_es + above_ema20_es,1975,0.26126582278481014,0.015109377439312593,0.6921518987341773,0.018727333773879917
open_d_acima_d_ant_es + above_ema20_mnq + above_ema20_btc,2419,0.26126498553121125,0.015108540185713698,0.7002893757751136,0.026864810814816287
rsi_mnq_abaixo_40 + open_d_acima_d_ant_btc + above_ema20_cl,333,0.26126126126126126,0.015104815915763709,0.6816816816816816,0.008257116721384294
es_btc_discordam_mnq + above_ema20_cl + is_asia,111,0.26126126126126126,0.015104815915763709,0.7117117117117117,0.038287146751414314
btc_mnq_oposto + rsi_mnq_abaixo_40 + rsi_cl_acima_60,111,0.26126126126126126,0.015104815915763709,0.6756756756756757,0.0022511107153783128
btc_mnq_mesmo_sentido + rsi_cl_acima_60 + open_d_acima_d_ant_mnq,689,0.2612481857764877,0.015091740430990125,0.6937590711175616,0.020334506157264287
adx_mnq_alto + above_sma50_mnq + is_us,2312,0.26124567474048443,0.015089229394986886,0.7136678200692042,0.040243255108906806
open_1h_acima_close_ant_es + open_4h_acima_4h_ant_cl + above_sma50_cl,1045,0.261244019138756,0.015087573793258452,0.676555023923445,0.0031304589631476754
open_d_acima_d_ant_mnq + adx_cl_alto + above_ema20_btc,3024,0.2612433862433862,0.015086940897888673,0.703042328042328,0.02961776308203068
open_1h_acima_close_ant_es + above_ema20_mnq + above_ema20_cl,1068,0.2612359550561798,0.015079509710682254,0.6685393258426966,-0.004885239117600748
open_1h_acima_close_ant_mnq + above_sma50_mnq + is_evening,601,0.2612312811980033,0.015074835852505769,0.6755407653910149,0.0021162004307175852
adx_cl_alto + adx_es_alto + is_us,3495,0.26123032904148785,0.015073883695990303,0.6855507868383405,0.01212622187804313
open_1h_acima_close_ant_mnq + open_d_acima_d_ant_mnq + adx_cl_alto,2293,0.2612298299171391,0.015073384571641563,0.6942869603139992,0.020862395353701824
open_4h_acima_4h_ant_btc + above_sma50_mnq + above_ema20_mnq,3296,0.2612257281553398,0.015069282809842238,0.6987257281553398,0.025301163195042498
rsi_mnq_acima_60 + open_d_acima_d_ant_btc + above_ema20_cl,624,0.26121794871794873,0.015061503372451185,0.7035256410256411,0.030101076065343735
open_d_acima_d_ant_es + adx_mnq_muito_alto + above_ema20_mnq,1382,0.26121562952243127,0.015059184176933721,0.7040520984081042,0.030627533447806887
btc_mnq_mesmo_sentido + open_w_acima_w_ant_btc + above_ema20_cl,1761,0.2612152186257808,0.015058773280283239,0.6944917660420216,0.02106720108172422
btc_mnq_oposto + rsi_mnq_acima_60 + open_1h_acima_close_ant_mnq,513,0.26120857699805067,0.015052131652553119,0.7095516569200779,0.03612709195978059
open_1h_acima_close_ant_mnq + open_1h_acima_close_ant_btc + is_evening,513,0.26120857699805067,0.015052131652553119,0.6920077972709552,0.018583232310657838
rsi_cl_acima_60 + open_d_acima_d_ant_btc + is_us,402,0.26119402985074625,0.015037584505248697,0.6666666666666666,-0.006757898293630715
es_btc_discordam_mnq + above_ema20_es + is_asia,134,0.26119402985074625,0.015037584505248697,0.6940298507462687,0.020605285785971317
es_btc_discordam_mnq + adx_mnq_alto + above_sma50_btc,268,0.26119402985074625,0.015037584505248697,0.6902985074626866,0.016873942502389272
open_4h_acima_4h_ant_es + open_d_acima_d_ant_mnq + above_sma50_btc,2144,0.26119402985074625,0.015037584505248697,0.7145522388059702,0.04112767384567284
open_4h_acima_4h_ant_es + above_ema20_es,4043,0.261192184021766,0.015035738676268479,0.6913183279742765,0.017893763013979158
open_4h_acima_4h_ant_es + open_mnq_acima_cl + above_ema20_es,4043,0.261192184021766,0.015035738676268479,0.6913183279742765,0.017893763013979158
open_4h_acima_4h_ant_es + open_mnq_abaixo_btc + above_ema20_es,4043,0.261192184021766,0.015035738676268479,0.6913183279742765,0.017893763013979158
open_4h_acima_4h_ant_es + open_mnq_acima_es + above_ema20_es,4043,0.261192184021766,0.015035738676268479,0.6913183279742765,0.017893763013979158
open_d_acima_d_ant_es + open_d_acima_d_ant_btc + above_ema20_cl,1631,0.2611894543225015,0.015033008977003964,0.6934396076026977,0.020015042642400394
open_1h_acima_close_ant_cl + adx_mnq_muito_alto + above_ema20_cl,827,0.26118500604594924,0.015028560700451693,0.6952841596130592,0.021859594652761882
above_sma50_btc + above_ema20_btc + is_us,1945,0.26118251928020564,0.01502607393470809,0.7038560411311054,0.030431476170808103
es_mnq_mesmo_sentido + open_1h_acima_close_ant_mnq + open_4h_acima_4h_ant_btc,2236,0.26118067978533094,0.01502423443983339,0.6873881932021467,0.01396362824184938
btc_mnq_oposto + open_1h_acima_close_ant_btc + open_4h_acima_4h_ant_es,1118,0.26118067978533094,0.01502423443983339,0.6592128801431127,-0.0142116848171846
open_1h_acima_close_ant_mnq + adx_mnq_alto + above_sma50_btc,2351,0.2611654615057422,0.015009016160244665,0.6894938324117397,0.016069267451442326
open_4h_acima_4h_ant_btc + open_w_acima_w_ant_mnq + above_ema20_cl,1187,0.2611625947767481,0.015006149431250532,0.6781802864363943,0.00475572147609693
open_1h_acima_close_ant_mnq + open_d_acima_d_ant_cl + above_sma50_es,1367,0.26115581565471835,0.0149993703092208,0.6832479882955377,0.009823423335240333
open_d_acima_d_ant_es + adx_cl_alto + above_ema20_btc,2937,0.26115083418454205,0.014994388839044498,0.7024174327545114,0.02899286779421406
rsi_cl_abaixo_40 + open_4h_acima_4h_ant_es + open_w_acima_w_ant_btc,471,0.2611464968152866,0.014990051469789073,0.6942675159235668,0.02084295096326949
es_btc_discordam_mnq + adx_mnq_alto + above_ema20_mnq,314,0.2611464968152866,0.014990051469789073,0.7229299363057324,0.04950537134543509
es_btc_discordam_mnq + above_sma50_es + above_ema20_cl,157,0.2611464968152866,0.014990051469789073,0.7197452229299363,0.04632065796963891
btc_mnq_oposto + above_ema20_es + above_ema20_btc,1570,0.2611464968152866,0.014990051469789073,0.6904458598726114,0.017021294912314078
btc_mnq_mesmo_sentido + rsi_mnq_acima_60 + adx_es_alto,1616,0.26113861386138615,0.0149821685158886,0.7128712871287128,0.03944672216841549
open_1h_acima_close_ant_mnq + open_4h_acima_4h_ant_btc + above_sma50_btc,1482,0.2611336032388664,0.01497715789336887,0.6923076923076923,0.018883127347394946
open_d_acima_d_ant_es + open_w_acima_w_ant_btc + above_sma50_btc,1662,0.2611311672683514,0.014974721922853845,0.7250300842358605,0.051605519275563116
open_d_acima_d_ant_btc + adx_es_alto + above_sma50_btc,2991,0.26111668338348376,0.014960238037986212,0.6974256101638248,0.024001045203527416
adx_mnq_muito_alto + adx_cl_alto + above_sma50_cl,2294,0.2611159546643418,0.014959509318844239,0.6944202266782912,0.02099566171799383
rsi_mnq_acima_60 + open_w_acima_w_ant_btc + adx_cl_alto,1237,0.2611156022635408,0.014959156918043254,0.7073565076798707,0.03393194271957334
open_d_acima_d_ant_mnq + above_sma50_btc + is_asia,1417,0.2611150317572336,0.014958586411736058,0.7275935074100212,0.05416894244972381
open_4h_acima_4h_ant_btc + above_sma50_mnq + is_us,1486,0.2611036339165545,0.014947188571056952,0.7106325706594886,0.03720800569919125
btc_mnq_mesmo_sentido + rsi_cl_acima_60 + above_ema20_es,743,0.2611036339165545,0.014947188571056952,0.6850605652759085,0.011636000315611184
es_btc_concordam_mnq + open_w_acima_w_ant_btc + above_ema20_mnq,1689,0.261101243339254,0.014944797993756448,0.7063351095322676,0.03291054457197029
open_1h_acima_close_ant_btc + open_4h_acima_4h_ant_mnq + above_sma50_es,2072,0.2611003861003861,0.014943940754888557,0.6954633204633205,0.022038755503023144
btc_mnq_mesmo_sentido + open_1h_acima_close_ant_cl + adx_mnq_alto,2141,0.2610929472209248,0.01493650187542725,0.6907986921999066,0.017374127239609294
btc_mnq_oposto + open_w_acima_w_ant_mnq + above_sma50_btc,1038,0.2610789980732177,0.014922552727720167,0.6984585741811176,0.02503400922082022
open_1h_acima_close_ant_es + open_4h_acima_4h_ant_mnq + above_sma50_btc,1061,0.26107445805843543,0.014918012712937884,0.708765315739868,0.03534075077957066
open_w_acima_w_ant_btc + above_sma50_es + above_sma50_cl,1513,0.26107072042300067,0.01491427507750312,0.6953073364177131,0.021882771457415795
rsi_cl_acima_60 + open_1h_acima_close_ant_btc + adx_cl_alto,1107,0.2610659439927733,0.014909498647275726,0.6928635953026197,0.019439030342322305
rsi_mnq_abaixo_40 + rsi_cl_acima_60 + open_w_acima_w_ant_btc,226,0.2610619469026549,0.014905501557157336,0.6902654867256637,0.016840921765366335
rsi_mnq_abaixo_40 + adx_cl_alto + above_ema20_cl,701,0.26105563480741795,0.014899189461920398,0.7018544935805991,0.028429928620301803
open_4h_acima_4h_ant_es + open_d_acima_d_ant_es + above_ema20_btc,2126,0.2610536218250235,0.014897176479525959,0.7041392285983067,0.030714663638009343
es_btc_concordam_mnq + adx_mnq_muito_alto + above_sma50_mnq,1337,0.2610321615557218,0.014875716210224238,0.7142857142857143,0.04086114932541696
open_4h_acima_4h_ant_btc + adx_mnq_alto + is_asia,2153,0.2610311193683233,0.014874674022825746,0.6841616349280074,0.010737069967710067
open_4h_acima_4h_ant_es + adx_mnq_alto + above_ema20_btc,2992,0.2610294117647059,0.01487296641920835,0.6978609625668449,0.02443639760654759
open_1h_acima_close_ant_cl + adx_mnq_muito_alto + above_ema20_es,862,0.26102088167053367,0.014864436325036118,0.7064965197215777,0.03307195476128033
open_4h_acima_4h_ant_es + open_4h_acima_4h_ant_btc + is_us,1475,0.26101694915254237,0.014860503807044817,0.6922033898305084,0.018778824870211097
rsi_mnq_acima_60 + open_1h_acima_close_ant_mnq + above_sma50_cl,590,0.26101694915254237,0.014860503807044817,0.6830508474576271,0.009626282497329774
open_w_acima_w_ant_cl + adx_mnq_muito_alto + adx_cl_alto,1862,0.26100966702470463,0.01485322167920708,0.6868958109559613,0.01347124599566396
open_1h_acima_close_ant_mnq + above_sma50_mnq + above_ema20_es,2498,0.2610088070456365,0.014852361700138955,0.6841473178542834,0.010722752893986054
es_mnq_oposto + open_1h_acima_close_ant_btc + above_ema20_cl,318,0.2610062893081761,0.01484984396267855,0.6886792452830188,0.015254680322721481
open_1h_acima_close_ant_es + open_d_acima_d_ant_btc + adx_cl_alto,1590,0.2610062893081761,0.01484984396267855,0.6698113207547169,-0.0036132442055804015
rsi_mnq_acima_60 + above_sma50_es + is_evening,636,0.2610062893081761,0.01484984396267855,0.7138364779874213,0.04041191302712399
open_4h_acima_4h_ant_es + above_sma50_mnq + above_sma50_es,3682,0.2609994568169473,0.014843011471449757,0.6974470396523629,0.024022474692065532
es_btc_concordam_mnq + open_1h_acima_close_ant_cl + open_4h_acima_4h_ant_es,1046,0.2609942638623327,0.01483781851683516,0.7103250478011472,0.0369004828408499
open_1h_acima_close_ant_mnq + open_w_acima_w_ant_btc + above_sma50_es,1410,0.26099290780141843,0.014836462455920879,0.6936170212765957,0.0201924563162984
open_1h_acima_close_ant_cl + adx_es_alto + above_ema20_btc,1797,0.2609905397885364,0.014834094443038875,0.6917084028937117,0.01828383793341437
open_4h_acima_4h_ant_es + open_4h_acima_4h_ant_btc + above_ema20_mnq,2525,0.260990099009901,0.014833653664403451,0.6899009900990098,0.016476425138712503
open_4h_acima_4h_ant_es + open_d_acima_d_ant_btc + above_ema20_cl,1617,0.26097711811997526,0.014820672774477711,0.6771799628942486,0.003755397933951299
es_btc_concordam_mnq + open_4h_acima_4h_ant_es + above_sma50_es,2096,0.2609732824427481,0.01481683709725054,0.6979961832061069,0.024571618245809557
rsi_cl_abaixo_40 + open_4h_acima_4h_ant_es + adx_cl_alto,912,0.26096491228070173,0.014808466935204184,0.6842105263157895,0.010785961355492146
btc_mnq_mesmo_sentido + rsi_mnq_abaixo_40 + above_ema20_cl,525,0.26095238095238094,0.014795935606883387,0.7123809523809523,0.03895638742065499
adx_es_alto + above_sma50_mnq + above_ema20_btc,3721,0.2609513571620532,0.01479491181655565,0.7062617575920451,0.03283719263174778
es_mnq_mesmo_sentido + open_1h_acima_close_ant_es + open_4h_acima_4h_ant_btc,1598,0.2609511889862328,0.01479474364073527,0.6770963704630788,0.0036718055027814556
open_d_acima_d_ant_mnq + open_w_acima_w_ant_btc + is_evening,571,0.2609457092819615,0.014789263936463931,0.7215411558669002,0.04811659090660281
