asset,trades,w,l,e,wr,avg,ev,score,trades_ano,ml_c,stop,targ,bars,dir,hours
btc,9414,3977,5183,254,42.2,0.201,0.201,19.46,1955.9,0.1,0.75,1.5,16,both,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,5067,2092,2809,166,41.3,0.179,0.179,12.74,1052.7,0.1,0.75,1.5,16,long,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,4347,1885,2374,88,43.4,0.226,0.226,14.88,903.2,0.1,0.75,1.5,16,short,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,9198,3905,5049,244,42.5,0.205,0.205,19.68,1911.0,0.2,0.75,1.5,16,both,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,4942,2049,2728,165,41.5,0.183,0.183,12.86,1026.8,0.2,0.75,1.5,16,long,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,4256,1856,2321,79,43.6,0.231,0.231,15.08,884.2,0.2,0.75,1.5,16,short,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,8670,3708,4744,218,42.8,0.212,0.212,19.77,1801.3,0.3,0.75,1.5,16,both,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,4639,1948,2541,150,42.0,0.195,0.195,13.27,963.8,0.3,0.75,1.5,16,long,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,4031,1760,2203,68,43.7,0.232,0.232,14.75,837.5,0.3,0.75,1.5,16,short,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,5755,2579,3041,135,44.8,0.258,0.258,19.59,1195.7,0.4,0.75,1.5,16,both,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,3128,1352,1680,96,43.2,0.223,0.223,12.44,649.9,0.4,0.75,1.5,16,long,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,2627,1227,1361,39,46.7,0.301,0.301,15.42,545.8,0.4,0.75,1.5,16,short,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,1979,991,925,63,50.1,0.377,0.377,16.76,411.2,0.5,0.75,1.5,16,both,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,1291,586,652,53,45.4,0.271,0.271,9.75,268.2,0.5,0.75,1.5,16,long,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,688,405,273,10,58.9,0.574,0.574,15.07,142.9,0.5,0.75,1.5,16,short,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,9414,4073,5237,104,43.3,0.223,0.223,21.68,1955.9,0.0,0.75,1.5,24,both,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,5067,2149,2841,77,42.4,0.204,0.204,14.54,1052.7,0.0,0.75,1.5,24,long,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,4347,1924,2396,27,44.3,0.246,0.246,16.21,903.2,0.0,0.75,1.5,24,short,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,9414,4073,5237,104,43.3,0.223,0.223,21.68,1955.9,0.1,0.75,1.5,24,both,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,5067,2149,2841,77,42.4,0.204,0.204,14.54,1052.7,0.1,0.75,1.5,24,long,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,4347,1924,2396,27,44.3,0.246,0.246,16.21,903.2,0.1,0.75,1.5,24,short,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,9198,3995,5103,100,43.4,0.227,0.227,21.79,1911.0,0.2,0.75,1.5,24,both,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,4942,2106,2760,76,42.6,0.209,0.209,14.68,1026.8,0.2,0.75,1.5,24,long,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,4256,1889,2343,24,44.4,0.249,0.249,16.22,884.2,0.2,0.75,1.5,24,short,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,8670,3787,4792,91,43.7,0.233,0.233,21.68,1801.3,0.3,0.75,1.5,24,both,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,4639,2000,2568,71,43.1,0.22,0.22,14.99,963.8,0.3,0.75,1.5,24,long,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,4031,1787,2224,20,44.3,0.247,0.247,15.71,837.5,0.3,0.75,1.5,24,short,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,5755,2637,3064,54,45.8,0.281,0.281,21.32,1195.7,0.4,0.75,1.5,24,both,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,3128,1390,1694,44,44.4,0.25,0.25,13.97,649.9,0.4,0.75,1.5,24,long,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,2627,1247,1370,10,47.5,0.318,0.318,16.3,545.8,0.4,0.75,1.5,24,short,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,1979,1018,934,27,51.4,0.407,0.407,18.12,411.2,0.5,0.75,1.5,24,both,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,1291,606,660,25,46.9,0.306,0.306,11.0,268.2,0.5,0.75,1.5,24,long,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,688,412,274,2,59.9,0.597,0.597,15.67,142.9,0.5,0.75,1.5,24,short,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,9414,2606,5072,1736,27.7,0.011,0.011,1.09,1955.9,0.0,0.75,2.0,6,both,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,5067,1338,2737,992,26.4,-0.024,-0.024,-1.7,1052.7,0.0,0.75,2.0,6,long,"8,9,10,11,12,13,14,15,16,17,18,19,20"
btc,4347,1268,2335,744,29.2,0.052,0.052,3.44,903.2,0.0,0.75,2.0,6,short,"8,9,10,11,12,13,14,15,16,17,18,19,20"
