entry_time,exit_time,direction,result,bars_held,entry_mnq,exit_mnq,entry_cl,exit_cl,pnl_mnq_pct,pnl_cl_pct,pnl_total_pct,mnq_adx,cl_adx,mnq_rsi,cl_rsi,rsi_div,price_div,hour
2024-05-03 20:00:00,2024-05-07 13:00:00,LONG_MNQ,WIN,39,18027.75,18224.95,77.99,77.97,1.09,0.03,1.12,51.6,24.5,69.3,33.4,35.9,-3e-06,20.0
2024-05-06 00:00:00,2024-05-07 13:00:00,LONG_MNQ,WIN,36,18006.25,18206.61,78.27,77.97,1.11,0.38,1.5,54.0,22.4,66.6,39.8,26.8,-0.0,0.0
2024-05-06 16:00:00,2024-05-07 13:00:00,LONG_MNQ,WIN,20,18117.25,18208.86,78.42,77.97,0.51,0.57,1.08,56.9,17.3,70.5,43.6,26.8,-1e-06,16.0
2024-05-07 12:00:00,2024-05-07 15:00:00,LONG_MNQ,WIN,3,18192.0,18254.68,77.94,78.38,0.34,-0.56,-0.22,50.6,22.9,65.7,38.8,26.9,-6e-06,12.0
2024-05-07 20:00:00,2024-05-08 12:00:00,LONG_MNQ,LOSS,15,18198.0,18136.18,78.37,77.58,-0.34,1.01,0.67,40.2,21.1,61.0,46.9,14.1,-0.0,20.0
2024-05-08 00:00:00,2024-05-08 11:00:00,LONG_MNQ,LOSS,11,18209.25,18154.04,78.26,77.46,-0.3,1.02,0.72,33.0,20.3,62.4,45.1,17.2,-0.0,0.0
2024-05-09 04:00:00,2024-05-09 12:00:00,SHORT_MNQ,LOSS,8,18149.5,18198.09,79.46,79.51,-0.27,-0.06,-0.33,16.0,32.1,47.8,63.9,-16.1,-0.0,4.0
2024-05-09 08:00:00,2024-05-09 11:00:00,SHORT_MNQ,LOSS,3,18124.75,18156.73,79.65,79.54,-0.18,0.14,-0.04,19.6,32.9,44.0,65.0,-21.1,-0.0,8.0
2024-05-13 00:00:00,2024-05-14 12:00:00,LONG_MNQ,LOSS,35,18258.0,18192.35,78.04,78.54,-0.36,-0.64,-1.0,17.2,39.2,54.0,32.6,21.4,-0.0,0.0
2024-05-14 20:00:00,2024-05-15 14:00:00,LONG_MNQ,WIN,17,18410.5,18557.18,78.45,77.42,0.8,1.31,2.11,22.3,32.3,68.5,46.5,22.0,-0.0,20.0
2024-05-16 20:00:00,2024-05-20 13:00:00,SHORT_MNQ,LOSS,39,18638.75,18694.06,79.36,80.06,-0.3,-0.88,-1.18,36.3,18.9,52.1,56.7,-4.6,-1e-06,20.0
2024-05-23 04:00:00,2024-05-23 13:00:00,LONG_MNQ,LOSS,9,18964.0,18876.92,77.08,78.26,-0.46,-1.53,-1.99,20.3,30.8,70.3,38.5,31.8,-0.0,4.0
2024-05-29 08:00:00,2024-05-29 23:00:00,SHORT_MNQ,WIN,14,18823.25,18706.3,80.47,79.24,0.62,1.53,2.15,26.2,63.5,43.4,71.4,-28.0,-4e-06,8.0
2024-05-29 16:00:00,2024-05-29 19:00:00,LONG_MNQ,LOSS,3,18872.0,18802.65,79.23,79.02,-0.37,0.27,-0.1,32.8,50.4,50.8,46.2,4.6,-0.0,16.0
2024-05-30 12:00:00,2024-05-30 13:00:00,LONG_MNQ,LOSS,1,18765.25,18723.46,78.83,79.02,-0.22,-0.24,-0.46,38.6,20.7,47.7,43.1,4.7,-3e-06,12.0
2024-05-31 20:00:00,2024-06-04 23:00:00,LONG_MNQ,EXPIRED,48,18571.75,18737.75,77.18,72.97,0.89,5.45,6.35,33.2,25.6,49.8,39.3,10.5,-0.0,20.0
2024-06-03 20:00:00,2024-06-04 08:00:00,LONG_MNQ,LOSS,11,18663.0,18552.59,74.0,72.76,-0.59,1.68,1.08,18.8,39.4,53.7,23.2,30.5,-0.0,20.0
2024-06-04 00:00:00,2024-06-04 07:00:00,LONG_MNQ,LOSS,7,18671.0,18568.14,73.95,72.93,-0.55,1.38,0.83,15.9,44.4,54.2,23.6,30.6,-2e-06,0.0
2024-06-05 08:00:00,2024-06-05 14:00:00,LONG_MNQ,WIN,6,18755.5,18864.57,73.08,73.52,0.58,-0.6,-0.02,25.4,31.2,60.5,38.7,21.7,-6e-06,8.0
2024-06-12 20:00:00,2024-06-13 16:00:00,LONG_MNQ,LOSS,19,19610.0,19502.96,78.32,78.56,-0.55,-0.31,-0.85,48.7,30.1,81.3,52.6,28.7,-2e-06,20.0
2024-06-18 16:00:00,2024-06-24 06:00:00,SHORT_MNQ,EXPIRED,48,19929.0,19995.25,81.08,80.66,-0.33,0.52,0.19,42.0,38.6,50.1,68.7,-18.6,-0.0,16.0
2024-06-18 20:00:00,2024-06-24 10:00:00,SHORT_MNQ,EXPIRED,48,19933.5,19967.5,81.55,80.99,-0.17,0.69,0.52,37.2,42.2,49.4,71.9,-22.6,-6e-06,20.0
2024-06-20 00:00:00,2024-06-20 04:00:00,SHORT_MNQ,LOSS,1,19763.25,20246.36,82.17,81.38,-2.44,0.96,-1.48,34.1,46.2,45.6,74.6,-29.1,-0.000183,0.0
2024-06-20 16:00:00,2024-06-25 07:00:00,SHORT_MNQ,EXPIRED,48,20079.5,19739.25,82.1,81.52,1.69,0.71,2.4,23.5,49.5,49.6,62.3,-12.7,-1.2e-05,16.0
2024-06-24 16:00:00,2024-06-25 15:00:00,SHORT_MNQ,LOSS,22,19851.0,19943.28,81.66,81.14,-0.46,0.64,0.17,35.2,19.4,44.3,58.2,-13.9,-5e-06,16.0
2024-06-25 00:00:00,2024-06-25 11:00:00,SHORT_MNQ,LOSS,11,19753.0,19847.45,81.79,80.92,-0.48,1.06,0.59,47.4,17.0,41.3,58.7,-17.4,-1e-06,0.0
2024-06-25 20:00:00,2024-06-27 00:00:00,LONG_MNQ,LOSS,26,19970.0,19881.74,80.78,80.59,-0.44,0.24,-0.21,30.2,17.1,55.5,43.5,12.0,-0.0,20.0
2024-07-02 08:00:00,2024-07-02 13:00:00,SHORT_MNQ,LOSS,5,19959.0,20016.62,83.88,83.8,-0.29,0.1,-0.19,19.0,39.1,45.6,74.1,-28.6,-1e-06,8.0
2024-07-05 20:00:00,2024-07-09 00:00:00,LONG_MNQ,WIN,26,20590.25,20746.79,83.44,82.28,0.76,1.39,2.15,73.5,24.1,68.1,49.7,18.3,-6e-06,20.0
2024-07-08 16:00:00,2024-07-08 23:00:00,LONG_MNQ,WIN,6,20634.75,20718.16,82.52,82.23,0.4,0.35,0.76,62.0,26.0,64.3,43.6,20.7,-4e-06,16.0
2024-07-08 20:00:00,2024-07-09 17:00:00,LONG_MNQ,LOSS,20,20684.75,20627.8,82.22,81.68,-0.28,0.66,0.38,56.2,25.9,67.8,40.7,27.1,-0.0,20.0
2024-07-09 00:00:00,2024-07-09 16:00:00,LONG_MNQ,LOSS,16,20728.0,20665.64,82.28,81.74,-0.3,0.66,0.36,55.9,25.7,70.0,42.1,28.0,-0.0,0.0
2024-07-09 08:00:00,2024-07-09 14:00:00,LONG_MNQ,LOSS,6,20733.0,20689.12,81.78,82.33,-0.21,-0.67,-0.88,50.9,24.5,67.8,37.3,30.6,-0.0,8.0
2024-07-11 20:00:00,2024-07-12 14:00:00,SHORT_MNQ,LOSS,17,20433.5,20554.73,82.84,83.11,-0.59,-0.33,-0.92,39.5,13.4,27.7,55.9,-28.2,-1e-06,20.0
2024-07-12 04:00:00,2024-07-12 13:00:00,SHORT_MNQ,LOSS,9,20395.75,20511.44,82.95,83.0,-0.57,-0.06,-0.63,46.5,9.6,27.9,55.8,-27.9,-0.0,4.0
2024-07-17 12:00:00,2024-07-17 14:00:00,SHORT_MNQ,WIN,2,20280.25,20131.96,81.6,82.49,0.73,-1.09,-0.36,38.8,26.6,24.6,56.3,-31.8,-1e-06,12.0
2024-07-17 16:00:00,2024-07-18 15:00:00,SHORT_MNQ,WIN,22,20063.0,19857.07,82.79,83.01,1.03,-0.27,0.76,49.2,34.0,16.4,68.5,-52.1,-0.0,16.0
2024-07-18 00:00:00,2024-07-18 15:00:00,SHORT_MNQ,WIN,15,20063.25,19863.11,83.2,83.01,1.0,0.23,1.23,59.4,43.6,24.8,71.4,-46.6,-0.0,0.0
2024-07-22 12:00:00,2024-07-22 15:00:00,LONG_MNQ,LOSS,3,19912.75,19828.7,79.4,79.79,-0.42,-0.49,-0.91,25.2,51.4,52.4,31.2,21.2,-2e-06,12.0
2024-07-23 00:00:00,2024-07-23 22:00:00,LONG_MNQ,LOSS,21,19937.5,19826.55,78.27,77.42,-0.56,1.09,0.53,19.4,56.2,51.6,29.1,22.5,-0.0,0.0
2024-07-23 04:00:00,2024-07-23 22:00:00,LONG_MNQ,LOSS,17,19941.25,19846.43,78.36,77.42,-0.48,1.2,0.72,15.4,54.4,51.7,31.4,20.2,-0.0,4.0
2024-07-24 16:00:00,2024-07-25 08:00:00,SHORT_MNQ,WIN,15,19321.75,19111.8,77.84,76.79,1.09,1.35,2.44,46.2,30.8,22.2,48.5,-26.3,-0.0,16.0
2024-07-26 00:00:00,2024-07-26 16:00:00,SHORT_MNQ,LOSS,16,19048.25,19256.91,78.22,77.42,-1.1,1.02,-0.07,56.4,33.4,38.0,57.0,-19.0,-1e-06,0.0
2024-07-26 04:00:00,2024-07-26 16:00:00,SHORT_MNQ,LOSS,12,19104.25,19270.51,78.44,77.42,-0.87,1.3,0.43,51.0,35.5,41.6,58.5,-16.8,-0.0,4.0
2024-08-12 16:00:00,2024-08-13 06:00:00,SHORT_MNQ,LOSS,13,18621.75,18741.86,79.08,79.74,-0.64,-0.83,-1.48,12.8,33.8,53.0,79.3,-26.3,-2.3e-05,16.0
2024-08-12 20:00:00,2024-08-13 07:00:00,SHORT_MNQ,LOSS,10,18623.5,18756.22,79.66,79.64,-0.71,0.03,-0.69,10.5,45.9,52.8,78.5,-25.7,-0.0,20.0
2024-08-13 20:00:00,2024-08-14 14:00:00,LONG_MNQ,LOSS,17,19100.5,18984.62,78.66,77.57,-0.61,1.39,0.78,36.3,38.3,71.4,50.2,21.2,-0.0,20.0
2024-08-14 00:00:00,2024-08-14 14:00:00,LONG_MNQ,LOSS,14,19108.0,18998.74,78.82,77.57,-0.57,1.59,1.01,42.1,32.0,71.1,52.3,18.8,-0.0,0.0
2024-08-15 00:00:00,2024-08-15 13:00:00,LONG_MNQ,WIN,13,19165.75,19440.14,77.13,78.04,1.43,-1.18,0.25,27.3,34.0,60.7,36.3,24.4,-6e-06,0.0
2024-08-20 00:00:00,2024-08-20 14:00:00,LONG_MNQ,LOSS,12,19865.75,19781.56,74.0,74.24,-0.42,-0.32,-0.75,23.3,31.4,72.0,27.7,44.2,-1e-06,0.0
2024-08-21 16:00:00,2024-08-22 15:00:00,LONG_MNQ,LOSS,22,19870.5,19768.53,72.03,73.25,-0.51,-1.69,-2.21,29.1,34.1,56.6,35.3,21.4,-1.2e-05,16.0
2024-08-21 20:00:00,2024-08-22 15:00:00,LONG_MNQ,LOSS,18,19915.75,19815.79,71.94,73.25,-0.5,-1.82,-2.32,31.5,35.5,59.8,36.7,23.1,-0.0,20.0
2024-08-22 04:00:00,2024-08-22 15:00:00,LONG_MNQ,LOSS,11,19900.75,19812.87,71.75,73.25,-0.44,-2.09,-2.53,28.8,37.9,56.5,36.6,19.9,-1e-06,4.0
2024-08-22 08:00:00,2024-08-22 13:00:00,LONG_MNQ,WIN,5,19917.25,20023.38,71.85,72.58,0.53,-1.02,-0.48,26.9,39.1,57.9,38.6,19.3,-0.0,8.0
2024-08-23 00:00:00,2024-08-23 13:00:00,SHORT_MNQ,LOSS,13,19637.0,19770.85,73.17,74.27,-0.68,-1.5,-2.18,37.2,21.1,36.0,53.5,-17.5,-0.0,0.0
2024-08-23 16:00:00,2024-08-23 19:00:00,SHORT_MNQ,LOSS,3,19680.5,19783.36,74.81,74.87,-0.52,-0.08,-0.6,26.3,33.3,42.2,69.3,-27.1,-2e-06,16.0
2024-08-26 20:00:00,2024-08-27 14:00:00,SHORT_MNQ,LOSS,17,19549.75,19668.06,77.16,76.24,-0.61,1.19,0.59,30.9,66.9,37.9,70.8,-32.9,-3e-06,20.0
2024-08-27 16:00:00,2024-08-28 13:00:00,LONG_MNQ,LOSS,20,19625.0,19532.13,75.46,74.63,-0.47,1.1,0.63,29.6,39.8,48.7,39.0,9.7,-4e-06,16.0
2024-08-27 20:00:00,2024-08-28 13:00:00,LONG_MNQ,LOSS,16,19636.25,19531.04,75.76,74.63,-0.54,1.49,0.96,22.4,39.9,49.3,43.7,5.6,-0.0,20.0
2024-08-28 04:00:00,2024-08-28 13:00:00,LONG_MNQ,LOSS,9,19630.75,19549.27,75.53,74.63,-0.42,1.19,0.78,19.1,36.8,49.6,40.9,8.7,-1e-06,4.0
2024-08-28 08:00:00,2024-08-28 11:00:00,LONG_MNQ,LOSS,3,19682.0,19628.4,75.0,74.39,-0.27,0.81,0.54,15.6,38.1,54.5,34.7,19.7,-9e-06,8.0
2024-08-29 08:00:00,2024-08-29 14:00:00,LONG_MNQ,WIN,6,19413.25,19666.05,74.14,76.3,1.3,-2.91,-1.61,36.0,34.1,47.2,38.3,8.9,-1.8e-05,8.0
2024-08-30 20:00:00,2024-09-03 00:00:00,LONG_MNQ,LOSS,7,19594.25,19479.42,73.65,70.34,-0.59,4.49,3.91,15.5,35.8,56.6,35.7,20.9,-1e-06,20.0
2024-09-04 16:00:00,2024-09-04 19:00:00,LONG_MNQ,LOSS,3,19065.25,18932.31,69.78,68.89,-0.7,1.28,0.58,53.5,47.0,47.8,40.4,7.4,-4e-06,16.0
2024-09-05 12:00:00,2024-09-05 13:00:00,SHORT_MNQ,LOSS,1,18889.75,18986.26,69.8,69.8,-0.51,0.0,-0.51,31.9,21.8,42.6,46.2,-3.6,-6e-06,12.0
2024-09-13 16:00:00,2024-09-16 10:00:00,LONG_MNQ,LOSS,17,19542.75,19469.04,68.96,68.87,-0.38,0.13,-0.25,35.3,35.0,71.3,50.0,21.3,-2e-06,16.0
2024-09-17 16:00:00,2024-09-18 07:00:00,SHORT_MNQ,LOSS,14,19402.25,19721.46,71.71,70.65,-1.65,1.48,-0.17,35.9,27.0,45.1,67.2,-22.0,-8.4e-05,16.0
2024-09-20 12:00:00,2024-09-20 13:00:00,LONG_MNQ,LOSS,1,20064.0,19994.14,71.67,71.38,-0.35,0.4,0.06,35.7,17.1,59.8,53.2,6.5,-3e-06,12.0
2024-09-26 08:00:00,2024-09-26 13:00:00,LONG_MNQ,LOSS,5,20467.25,20406.42,68.3,67.41,-0.3,1.3,1.01,34.1,37.2,75.0,29.3,45.7,-1e-06,8.0
2024-09-27 12:00:00,2024-09-27 14:00:00,LONG_MNQ,LOSS,2,20377.0,20300.18,67.5,67.98,-0.38,-0.71,-1.09,19.2,43.1,55.6,40.4,15.2,-7e-06,12.0
2024-09-27 20:00:00,2024-10-01 01:00:00,SHORT_MNQ,LOSS,27,20194.0,20294.5,68.64,68.26,-0.5,0.55,0.06,21.5,30.5,42.5,53.9,-11.4,-2e-06,20.0
2024-10-02 04:00:00,2024-10-02 15:00:00,SHORT_MNQ,LOSS,11,19929.5,20070.93,70.99,69.95,-0.71,1.46,0.76,33.8,23.5,38.2,61.8,-23.6,-4e-06,4.0
2024-10-07 00:00:00,2024-10-07 09:00:00,LONG_MNQ,LOSS,9,20217.5,20084.16,74.09,76.08,-0.66,-2.69,-3.35,37.6,23.9,58.4,55.0,3.4,-2e-06,0.0
2024-10-07 04:00:00,2024-10-07 08:00:00,LONG_MNQ,LOSS,4,20216.75,20119.41,74.15,75.95,-0.48,-2.43,-2.91,40.7,21.5,58.2,55.4,2.8,-0.0,4.0
2024-10-07 08:00:00,2024-10-07 14:00:00,SHORT_MNQ,LOSS,6,20112.75,20186.87,75.95,76.06,-0.37,-0.14,-0.51,35.6,21.2,49.6,68.8,-19.1,-1.7e-05,8.0
2024-10-10 12:00:00,2024-10-10 14:00:00,SHORT_MNQ,LOSS,2,20361.0,20414.04,74.69,75.0,-0.26,-0.42,-0.68,35.7,12.6,51.2,57.1,-5.9,-4.3e-05,12.0
2024-10-14 20:00:00,2024-10-15 14:00:00,LONG_MNQ,LOSS,17,20637.5,20559.55,71.86,70.06,-0.38,2.5,2.13,39.5,18.1,65.3,31.2,34.1,-2.2e-05,20.0
2024-10-15 00:00:00,2024-10-15 14:00:00,LONG_MNQ,LOSS,14,20602.75,20525.77,71.77,70.06,-0.37,2.38,2.01,42.3,25.6,60.3,32.0,28.3,-2e-06,0.0
2024-10-15 12:00:00,2024-10-15 14:00:00,LONG_MNQ,LOSS,2,20624.25,20584.21,70.66,70.06,-0.19,0.85,0.65,31.1,43.8,59.6,33.7,25.8,-0.0,12.0
2024-10-16 12:00:00,2024-10-16 13:00:00,SHORT_MNQ,WIN,1,20351.25,20259.05,70.85,70.29,0.45,0.79,1.24,43.8,26.9,39.0,44.9,-5.9,-1e-05,12.0
2024-10-16 20:00:00,2024-10-17 06:00:00,SHORT_MNQ,LOSS,9,20324.25,20415.8,70.71,70.13,-0.45,0.82,0.37,47.5,20.2,42.7,46.0,-3.3,-3e-06,20.0
2024-10-28 08:00:00,2024-10-28 13:00:00,LONG_MNQ,LOSS,5,20660.5,20579.9,68.28,67.83,-0.39,0.66,0.27,26.6,38.9,61.6,33.6,28.0,-6e-06,8.0
2024-10-28 12:00:00,2024-10-28 13:00:00,LONG_MNQ,LOSS,1,20659.5,20594.97,67.18,67.83,-0.31,-0.97,-1.28,26.4,43.8,59.9,29.3,30.6,-5e-06,12.0
2024-10-30 20:00:00,2024-10-31 08:00:00,SHORT_MNQ,WIN,11,20505.5,20306.54,69.07,68.76,0.97,0.45,1.42,34.5,31.0,37.9,62.0,-24.1,-4e-06,20.0
2024-10-31 00:00:00,2024-10-31 13:00:00,SHORT_MNQ,WIN,13,20437.25,20232.23,68.92,69.37,1.0,-0.65,0.35,41.1,34.7,34.2,59.7,-25.5,-0.0,0.0
2024-10-31 04:00:00,2024-10-31 13:00:00,SHORT_MNQ,WIN,9,20409.0,20241.54,69.04,69.37,0.82,-0.48,0.34,46.3,36.4,32.6,60.6,-28.0,-1e-06,4.0
2024-10-31 12:00:00,2024-10-31 13:00:00,SHORT_MNQ,WIN,1,20381.75,20270.59,69.28,69.37,0.55,-0.13,0.42,54.0,28.5,36.9,61.6,-24.7,-1e-06,12.0
2024-10-31 16:00:00,2024-11-01 14:00:00,SHORT_MNQ,LOSS,21,20086.75,20186.12,69.21,70.35,-0.49,-1.65,-2.14,57.8,28.3,24.5,58.3,-33.7,-4e-06,16.0
2024-11-01 04:00:00,2024-11-01 14:00:00,SHORT_MNQ,LOSS,10,20081.75,20180.32,70.71,70.35,-0.49,0.51,0.02,53.3,34.3,32.7,70.1,-37.5,-0.0,4.0
2024-11-06 04:00:00,2024-11-06 05:00:00,LONG_MNQ,LOSS,1,20599.75,20472.62,71.1,70.74,-0.62,0.51,-0.11,34.7,19.9,73.6,44.7,28.9,-1e-06,4.0
2024-11-06 08:00:00,2024-11-07 05:00:00,LONG_MNQ,WIN,20,20699.25,20940.8,70.79,72.09,1.17,-1.84,-0.67,36.6,24.5,76.3,43.2,33.1,-6e-06,8.0
2024-11-06 12:00:00,2024-11-07 05:00:00,LONG_MNQ,WIN,16,20684.25,20942.3,70.52,72.09,1.25,-2.23,-0.98,35.9,28.5,68.5,42.0,26.5,-3.5e-05,12.0
2024-11-07 08:00:00,2024-11-07 14:00:00,LONG_MNQ,WIN,6,20934.5,21059.64,71.41,71.26,0.6,0.21,0.81,43.2,13.5,71.8,47.8,23.9,-2e-06,8.0
2024-11-08 16:00:00,2024-11-11 18:00:00,LONG_MNQ,LOSS,25,21219.0,21154.71,70.06,68.19,-0.3,2.67,2.37,44.1,20.7,65.6,36.0,29.6,-4e-06,16.0
2024-11-08 21:00:00,2024-11-11 15:00:00,LONG_MNQ,LOSS,17,21227.25,21158.68,70.43,68.14,-0.32,3.25,2.93,40.0,25.6,64.4,41.8,22.6,-0.0,21.0
2024-11-11 00:00:00,2024-11-11 14:00:00,LONG_MNQ,LOSS,14,21275.0,21199.44,70.27,68.67,-0.36,2.28,1.92,40.5,28.1,65.9,40.7,25.3,-1e-06,0.0
2024-11-11 04:00:00,2024-11-11 14:00:00,LONG_MNQ,LOSS,10,21287.5,21225.65,69.97,68.67,-0.29,1.86,1.57,39.5,34.2,66.1,38.3,27.8,-1e-06,4.0
2024-11-11 12:00:00,2024-11-11 14:00:00,LONG_MNQ,LOSS,2,21327.0,21281.33,68.79,68.67,-0.21,0.17,-0.04,41.0,37.1,67.6,31.5,36.1,-1.2e-05,12.0
2024-11-15 12:00:00,2024-11-15 14:00:00,SHORT_MNQ,WIN,2,20862.5,20748.71,68.49,68.19,0.55,0.44,0.98,49.8,17.6,34.5,52.3,-17.9,-1e-06,12.0
2024-12-02 16:00:00,2024-12-03 14:00:00,LONG_MNQ,LOSS,21,21229.5,21169.71,67.77,68.97,-0.28,-1.77,-2.05,38.4,13.5,74.3,39.6,34.7,-3.5e-05,16.0
2024-12-02 21:00:00,2024-12-03 14:00:00,LONG_MNQ,LOSS,16,21211.0,21141.04,68.17,68.97,-0.33,-1.17,-1.5,44.5,16.5,71.0,45.5,25.5,-1e-06,21.0
2024-12-03 00:00:00,2024-12-03 14:00:00,LONG_MNQ,LOSS,14,21211.0,21142.05,68.17,68.97,-0.33,-1.17,-1.5,45.5,16.5,70.7,45.6,25.1,-0.0,0.0
2024-12-03 04:00:00,2024-12-03 14:00:00,LONG_MNQ,LOSS,10,21225.5,21162.74,68.17,68.97,-0.3,-1.17,-1.47,47.9,17.5,71.1,46.3,24.8,-0.0,4.0
2024-12-05 16:00:00,2024-12-05 18:00:00,LONG_MNQ,LOSS,2,21530.0,21493.38,68.54,68.55,-0.17,-0.01,-0.18,46.4,33.7,65.6,44.1,21.6,-5e-06,16.0
2024-12-06 16:00:00,2024-12-09 15:00:00,LONG_MNQ,LOSS,22,21615.0,21558.96,67.46,68.65,-0.26,-1.76,-2.02,24.6,36.7,69.1,35.0,34.1,-0.0,16.0
2024-12-09 16:00:00,2024-12-10 14:00:00,SHORT_MNQ,LOSS,21,21510.25,21575.23,68.52,68.4,-0.3,0.18,-0.13,30.8,35.3,41.7,58.8,-17.1,-0.0,16.0
2024-12-09 21:00:00,2024-12-10 14:00:00,SHORT_MNQ,LOSS,16,21473.0,21556.04,68.16,68.4,-0.39,-0.35,-0.74,34.8,36.3,40.2,51.4,-11.3,-0.0,21.0
2024-12-10 20:00:00,2024-12-11 13:00:00,SHORT_MNQ,LOSS,16,21407.75,21479.83,68.39,69.41,-0.34,-1.49,-1.83,25.2,31.8,37.5,52.2,-14.7,-0.0,20.0
2024-12-11 04:00:00,2024-12-11 13:00:00,SHORT_MNQ,LOSS,9,21430.75,21497.85,68.97,69.41,-0.31,-0.64,-0.95,22.2,31.6,41.9,60.6,-18.8,-0.0,4.0
2024-12-16 16:00:00,2024-12-17 09:00:00,LONG_MNQ,WIN,16,22055.75,22170.5,70.56,70.2,0.52,0.51,1.03,31.1,21.7,73.1,48.9,24.2,-1.5e-05,16.0
2024-12-16 21:00:00,2024-12-17 07:00:00,LONG_MNQ,LOSS,9,22111.0,22039.86,70.65,70.64,-0.32,0.01,-0.31,44.4,18.2,74.4,50.3,24.1,-0.0,21.0
2024-12-17 00:00:00,2024-12-17 09:00:00,LONG_MNQ,WIN,9,22088.0,22227.71,70.67,70.2,0.63,0.67,1.3,47.2,17.2,70.9,50.7,20.2,-1e-06,0.0
2024-12-17 12:00:00,2024-12-17 13:00:00,LONG_MNQ,LOSS,1,22349.75,22170.9,69.83,69.8,-0.8,0.04,-0.76,51.5,21.6,65.2,38.0,27.2,-1.2e-05,12.0
2024-12-17 20:00:00,2024-12-20 12:00:00,SHORT_MNQ,WIN,44,22015.75,21058.27,70.2,69.1,4.35,1.57,5.92,43.6,26.9,48.0,48.4,-0.4,-2e-06,20.0
2024-12-18 00:00:00,2024-12-18 20:00:00,LONG_MNQ,LOSS,20,22285.75,21807.46,70.08,70.02,-2.15,0.09,-2.06,40.8,23.4,55.2,46.5,8.7,-1e-06,0.0
2024-12-30 12:00:00,2024-12-30 14:00:00,SHORT_MNQ,WIN,2,21482.0,21330.61,70.83,71.2,0.7,-0.52,0.18,38.0,17.4,29.4,60.1,-30.7,-1.5e-05,12.0
2024-12-30 20:00:00,2025-01-02 00:00:00,SHORT_MNQ,WIN,25,21411.75,21117.64,71.13,73.13,1.37,-2.81,-1.44,42.7,22.6,36.9,61.4,-24.4,-8e-06,20.0
2024-12-31 00:00:00,2024-12-31 11:00:00,SHORT_MNQ,LOSS,11,21369.75,21518.95,71.23,71.56,-0.7,-0.46,-1.16,43.2,21.9,35.3,63.0,-27.7,-0.0,0.0
2024-12-31 16:00:00,2025-01-02 00:00:00,SHORT_MNQ,LOSS,6,21329.25,21428.54,71.72,73.13,-0.47,-1.97,-2.43,31.0,23.3,36.6,60.5,-23.9,-2e-06,16.0
2025-01-02 00:00:00,2025-01-02 05:00:00,SHORT_MNQ,LOSS,1,21167.5,21354.41,73.13,71.92,-0.88,1.65,0.77,33.9,26.0,31.7,73.9,-42.2,-5.6e-05,0.0
2025-01-02 20:00:00,2025-01-03 14:00:00,SHORT_MNQ,LOSS,17,21169.5,21370.61,73.1,73.57,-0.95,-0.64,-1.59,26.5,50.9,41.0,61.6,-20.7,-1e-05,20.0
2025-01-06 04:00:00,2025-01-06 12:00:00,LONG_MNQ,WIN,8,21522.75,21745.18,73.64,74.47,1.03,-1.13,-0.09,30.8,47.7,60.8,54.9,5.9,-2e-06,4.0
2025-01-06 20:00:00,2025-01-07 15:00:00,LONG_MNQ,LOSS,18,21750.25,21628.96,73.44,74.26,-0.56,-1.12,-1.67,45.9,33.4,61.9,47.6,14.3,-5e-06,20.0
2025-01-06 21:00:00,2025-01-07 05:00:00,LONG_MNQ,LOSS,7,21781.0,21659.74,73.43,73.5,-0.56,-0.1,-0.65,44.6,31.1,63.3,47.5,15.9,-0.0,21.0
2025-01-07 00:00:00,2025-01-07 15:00:00,LONG_MNQ,LOSS,15,21761.5,21646.35,73.34,74.26,-0.53,-1.25,-1.78,42.0,27.3,61.7,46.5,15.3,-0.0,0.0
2025-01-08 00:00:00,2025-01-10 09:00:00,SHORT_MNQ,EXPIRED,48,21405.5,21277.25,74.67,75.66,0.6,-1.33,-0.73,36.8,16.1,37.9,61.8,-23.9,-0.0,0.0
2025-01-08 04:00:00,2025-01-10 13:00:00,SHORT_MNQ,WIN,48,21394.0,21131.18,74.62,76.93,1.23,-3.1,-1.87,39.0,16.8,37.9,60.2,-22.3,-0.0,4.0
2025-01-08 12:00:00,2025-01-08 13:00:00,SHORT_MNQ,LOSS,1,21258.0,21337.66,74.78,74.52,-0.37,0.35,-0.03,40.5,18.5,33.0,56.6,-23.5,-5e-06,12.0
2025-01-10 00:00:00,2025-01-10 02:00:00,SHORT_MNQ,LOSS,2,21196.0,21266.85,74.25,74.08,-0.33,0.23,-0.11,45.6,25.4,37.0,57.9,-20.9,-0.0,0.0
2025-01-10 16:00:00,2025-01-10 17:00:00,SHORT_MNQ,LOSS,1,20900.25,21041.73,76.13,76.34,-0.68,-0.28,-0.95,39.9,42.2,26.5,64.0,-37.5,-1.4e-05,16.0
2025-01-10 20:00:00,2025-01-14 23:00:00,SHORT_MNQ,EXPIRED,48,21016.75,20948.0,76.64,77.94,0.33,-1.7,-1.37,37.5,41.3,39.2,67.5,-28.3,-4e-06,20.0
2025-01-13 00:00:00,2025-01-15 02:00:00,SHORT_MNQ,EXPIRED,48,20998.5,20937.5,78.21,77.55,0.29,0.84,1.13,36.4,44.1,38.6,75.5,-36.9,-0.0,0.0
2025-01-13 08:00:00,2025-01-13 19:00:00,SHORT_MNQ,LOSS,11,20803.0,20921.26,78.46,78.94,-0.57,-0.61,-1.18,40.4,47.9,32.0,71.5,-39.4,-3.2e-05,8.0
