entry_time,exit_time,direction,result,bars_held,entry_mnq,exit_mnq,entry_cl,exit_cl,pnl_mnq_pct,pnl_cl_pct,pnl_total_pct,mnq_adx,cl_adx,mnq_rsi,cl_rsi,rsi_div,price_div,hour
2024-04-18 12:00:00,2024-04-18 13:00:00,SHORT_MNQ,WIN,1,17681.75,17588.7,82.9,82.89,0.53,0.01,0.54,25.6,49.7,38.7,43.2,-4.5,-1.6e-05,12.0
2024-04-18 16:00:00,2024-04-19 00:00:00,SHORT_MNQ,WIN,7,17610.5,17432.86,83.18,83.0,1.01,0.22,1.23,29.8,39.1,37.8,48.2,-10.5,-2.9e-05,16.0
2024-04-19 00:00:00,2024-04-19 02:00:00,SHORT_MNQ,WIN,2,17437.0,17213.71,83.0,85.55,1.28,-3.07,-1.79,41.7,26.7,29.3,48.1,-18.7,-1.5e-05,0.0
2024-04-19 04:00:00,2024-04-19 11:00:00,SHORT_MNQ,LOSS,7,17367.5,17501.35,84.25,82.2,-0.77,2.43,1.66,48.0,31.2,32.2,55.5,-23.3,-1.2e-05,4.0
2024-04-19 16:00:00,2024-04-22 17:00:00,SHORT_MNQ,LOSS,23,17284.0,17399.74,83.55,82.84,-0.67,0.85,0.18,37.5,18.5,33.3,51.8,-18.5,-2e-06,16.0
2024-04-29 00:00:00,2024-04-29 19:00:00,LONG_MNQ,LOSS,19,17884.5,17798.97,83.28,82.71,-0.48,0.68,0.21,38.8,21.4,64.3,46.1,18.1,-0.0,0.0
2024-04-29 04:00:00,2024-04-29 13:00:00,LONG_MNQ,LOSS,9,17910.75,17851.47,83.16,83.43,-0.33,-0.32,-0.66,41.7,26.6,65.7,44.9,20.8,-0.0,4.0
2024-04-29 12:00:00,2024-04-29 13:00:00,LONG_MNQ,LOSS,1,17922.0,17880.51,83.25,83.43,-0.23,-0.22,-0.45,39.2,23.8,63.1,46.7,16.5,-3e-06,12.0
2024-04-30 12:00:00,2024-04-30 13:00:00,SHORT_MNQ,LOSS,1,17826.5,17864.75,82.94,81.37,-0.21,1.89,1.68,26.5,30.2,44.3,49.6,-5.3,-1e-06,12.0
2024-05-02 12:00:00,2024-05-02 13:00:00,LONG_MNQ,LOSS,1,17577.0,17527.66,79.13,78.86,-0.28,0.34,0.06,48.9,31.8,50.1,37.2,13.0,-3e-06,12.0
2024-05-03 12:00:00,2024-05-03 14:00:00,LONG_MNQ,WIN,2,17924.0,18036.34,79.07,78.47,0.63,0.76,1.39,37.6,19.5,69.7,44.0,25.6,-2.6e-05,12.0
2024-05-03 16:00:00,2024-05-06 18:00:00,LONG_MNQ,WIN,25,17972.0,18152.59,78.41,78.69,1.0,-0.36,0.65,45.3,20.7,67.1,36.9,30.2,-1e-06,16.0
