asset,trades,w,l,e,wr,avg,ev,score,trades_ano,ml_c,stop,targ,bars,dir,hours
es,109,54,54,1,49.5,0.119,0.119,1.25,22.8,0.5,0.5,0.75,12,both,"8,12,16,20"
es,47,26,20,1,55.3,0.191,0.191,1.31,9.8,0.5,0.5,0.75,12,long,"8,12,16,20"
es,62,28,34,0,45.2,0.065,0.065,0.51,13.0,0.5,0.5,0.75,12,short,"8,12,16,20"
es,2309,972,1331,6,42.1,0.026,0.026,1.26,482.5,0.0,0.5,0.75,16,both,"8,12,16,20"
es,1151,511,635,5,44.4,0.055,0.055,1.86,240.5,0.0,0.5,0.75,16,long,"8,12,16,20"
es,1158,461,696,1,39.8,-0.002,-0.002,-0.08,242.0,0.0,0.5,0.75,16,short,"8,12,16,20"
es,2309,972,1331,6,42.1,0.026,0.026,1.26,482.5,0.1,0.5,0.75,16,both,"8,12,16,20"
es,1151,511,635,5,44.4,0.055,0.055,1.86,240.5,0.1,0.5,0.75,16,long,"8,12,16,20"
es,1158,461,696,1,39.8,-0.002,-0.002,-0.08,242.0,0.1,0.5,0.75,16,short,"8,12,16,20"
es,2298,968,1324,6,42.1,0.027,0.027,1.27,480.2,0.2,0.5,0.75,16,both,"8,12,16,20"
es,1147,510,632,5,44.5,0.056,0.056,1.89,239.7,0.2,0.5,0.75,16,long,"8,12,16,20"
es,1151,458,692,1,39.8,-0.003,-0.003,-0.09,240.5,0.2,0.5,0.75,16,short,"8,12,16,20"
es,2056,860,1195,1,41.8,0.023,0.023,1.04,429.6,0.3,0.5,0.75,16,both,"8,12,16,20"
es,1014,447,566,1,44.1,0.051,0.051,1.63,211.9,0.3,0.5,0.75,16,long,"8,12,16,20"
es,1042,413,629,0,39.6,-0.005,-0.005,-0.15,217.7,0.3,0.5,0.75,16,short,"8,12,16,20"
es,922,395,527,0,42.8,0.036,0.036,1.08,192.7,0.4,0.5,0.75,16,both,"8,12,16,20"
es,442,203,239,0,45.9,0.074,0.074,1.56,92.4,0.4,0.5,0.75,16,long,"8,12,16,20"
es,480,192,288,0,40.0,0.0,0.0,0.0,100.3,0.4,0.5,0.75,16,short,"8,12,16,20"
es,109,55,54,0,50.5,0.131,0.131,1.36,22.8,0.5,0.5,0.75,16,both,"8,12,16,20"
es,47,27,20,0,57.4,0.218,0.218,1.5,9.8,0.5,0.5,0.75,16,long,"8,12,16,20"
es,62,28,34,0,45.2,0.065,0.065,0.51,13.0,0.5,0.5,0.75,16,short,"8,12,16,20"
es,2309,973,1334,2,42.1,0.027,0.027,1.29,482.5,0.0,0.5,0.75,24,both,"8,12,16,20"
es,1151,512,637,2,44.5,0.056,0.056,1.9,240.5,0.0,0.5,0.75,24,long,"8,12,16,20"
es,1158,461,697,0,39.8,-0.002,-0.002,-0.08,242.0,0.0,0.5,0.75,24,short,"8,12,16,20"
es,2309,973,1334,2,42.1,0.027,0.027,1.29,482.5,0.1,0.5,0.75,24,both,"8,12,16,20"
es,1151,512,637,2,44.5,0.056,0.056,1.9,240.5,0.1,0.5,0.75,24,long,"8,12,16,20"
es,1158,461,697,0,39.8,-0.002,-0.002,-0.08,242.0,0.1,0.5,0.75,24,short,"8,12,16,20"
es,2298,969,1327,2,42.2,0.027,0.027,1.3,480.2,0.2,0.5,0.75,24,both,"8,12,16,20"
es,1147,511,634,2,44.6,0.057,0.057,1.93,239.7,0.2,0.5,0.75,24,long,"8,12,16,20"
es,1151,458,693,0,39.8,-0.003,-0.003,-0.09,240.5,0.2,0.5,0.75,24,short,"8,12,16,20"
es,2056,860,1195,1,41.8,0.023,0.023,1.04,429.6,0.3,0.5,0.75,24,both,"8,12,16,20"
es,1014,447,566,1,44.1,0.051,0.051,1.63,211.9,0.3,0.5,0.75,24,long,"8,12,16,20"
es,1042,413,629,0,39.6,-0.005,-0.005,-0.15,217.7,0.3,0.5,0.75,24,short,"8,12,16,20"
es,922,395,527,0,42.8,0.036,0.036,1.08,192.7,0.4,0.5,0.75,24,both,"8,12,16,20"
es,442,203,239,0,45.9,0.074,0.074,1.56,92.4,0.4,0.5,0.75,24,long,"8,12,16,20"
es,480,192,288,0,40.0,0.0,0.0,0.0,100.3,0.4,0.5,0.75,24,short,"8,12,16,20"
es,109,55,54,0,50.5,0.131,0.131,1.36,22.8,0.5,0.5,0.75,24,both,"8,12,16,20"
es,47,27,20,0,57.4,0.218,0.218,1.5,9.8,0.5,0.5,0.75,24,long,"8,12,16,20"
es,62,28,34,0,45.2,0.065,0.065,0.51,13.0,0.5,0.5,0.75,24,short,"8,12,16,20"
es,2309,751,1360,198,32.5,-0.012,-0.012,-0.58,482.5,0.0,0.5,1.0,6,both,"8,12,16,20"
es,1151,377,640,134,32.8,-0.009,-0.009,-0.29,240.5,0.0,0.5,1.0,6,long,"8,12,16,20"
es,1158,374,720,64,32.3,-0.016,-0.016,-0.53,242.0,0.0,0.5,1.0,6,short,"8,12,16,20"
es,2309,751,1360,198,32.5,-0.012,-0.012,-0.58,482.5,0.1,0.5,1.0,6,both,"8,12,16,20"
es,1151,377,640,134,32.8,-0.009,-0.009,-0.29,240.5,0.1,0.5,1.0,6,long,"8,12,16,20"
es,1158,374,720,64,32.3,-0.016,-0.016,-0.53,242.0,0.1,0.5,1.0,6,short,"8,12,16,20"
es,2298,750,1357,191,32.6,-0.01,-0.01,-0.5,480.2,0.2,0.5,1.0,6,both,"8,12,16,20"
es,1147,377,639,131,32.9,-0.007,-0.007,-0.24,239.7,0.2,0.5,1.0,6,long,"8,12,16,20"
es,1151,373,718,60,32.4,-0.014,-0.014,-0.47,240.5,0.2,0.5,1.0,6,short,"8,12,16,20"
es,2056,692,1250,114,33.7,0.005,0.005,0.22,429.6,0.3,0.5,1.0,6,both,"8,12,16,20"
es,1014,347,586,81,34.2,0.013,0.013,0.42,211.9,0.3,0.5,1.0,6,long,"8,12,16,20"
es,1042,345,664,33,33.1,-0.003,-0.003,-0.11,217.7,0.3,0.5,1.0,6,short,"8,12,16,20"
es,922,349,551,22,37.9,0.068,0.068,2.06,192.7,0.4,0.5,1.0,6,both,"8,12,16,20"
es,442,180,247,15,40.7,0.111,0.111,2.33,92.4,0.4,0.5,1.0,6,long,"8,12,16,20"
es,480,169,304,7,35.2,0.028,0.028,0.62,100.3,0.4,0.5,1.0,6,short,"8,12,16,20"
es,109,48,56,5,44.0,0.161,0.161,1.68,22.8,0.5,0.5,1.0,6,both,"8,12,16,20"
es,47,24,20,3,51.1,0.266,0.266,1.82,9.8,0.5,0.5,1.0,6,long,"8,12,16,20"
es,62,24,36,2,38.7,0.081,0.081,0.64,13.0,0.5,0.5,1.0,6,short,"8,12,16,20"
es,2309,785,1381,143,34.0,0.01,0.01,0.48,482.5,0.0,0.5,1.0,8,both,"8,12,16,20"
es,1151,400,657,94,34.8,0.021,0.021,0.72,240.5,0.0,0.5,1.0,8,long,"8,12,16,20"
es,1158,385,724,49,33.2,-0.001,-0.001,-0.04,242.0,0.0,0.5,1.0,8,short,"8,12,16,20"
es,2309,785,1381,143,34.0,0.01,0.01,0.48,482.5,0.1,0.5,1.0,8,both,"8,12,16,20"
es,1151,400,657,94,34.8,0.021,0.021,0.72,240.5,0.1,0.5,1.0,8,long,"8,12,16,20"
es,1158,385,724,49,33.2,-0.001,-0.001,-0.04,242.0,0.1,0.5,1.0,8,short,"8,12,16,20"
es,2298,784,1378,136,34.1,0.012,0.012,0.56,480.2,0.2,0.5,1.0,8,both,"8,12,16,20"
es,1147,400,656,91,34.9,0.023,0.023,0.78,239.7,0.2,0.5,1.0,8,long,"8,12,16,20"
