asset,entry_time,exit_time,direction,result,ret_r,pnl_pct,entry_price,stop_price,target_price,atr,conf
mnq,2024-04-23 13:00:00,2024-04-23 17:00:00,LONG,WIN,3.0,3.0,17500.5,17439.96,17621.57,40.36,0.502
mnq,2024-04-24 11:00:00,2024-04-24 13:00:00,SHORT,LOSS,-1.5,-1.5,17724.5,17767.68,17638.14,28.79,0.505
mnq,2024-04-30 08:00:00,2024-04-30 15:00:00,SHORT,WIN,3.0,3.0,17870.5,17915.15,17781.2,29.77,0.522
mnq,2024-04-30 15:00:00,2024-04-30 19:00:00,SHORT,WIN,3.0,3.0,17764.25,17825.86,17641.04,41.07,0.525
mnq,2024-05-15 13:00:00,2024-05-15 15:00:00,LONG,WIN,3.0,3.0,18483.0,18436.63,18575.73,30.91,0.506
mnq,2024-05-23 10:00:00,2024-05-23 13:00:00,SHORT,WIN,3.0,3.0,18969.0,19030.29,18846.43,40.86,0.561
mnq,2024-05-29 14:00:00,2024-05-29 20:00:00,SHORT,WIN,3.0,3.0,18867.75,18929.49,18744.27,41.16,0.524
mnq,2024-06-17 17:00:00,2024-06-18 18:00:00,SHORT,EXPIRED,0.14,0.139,20233.25,20590.52,19518.71,238.18,0.518
mnq,2024-06-20 08:00:00,2024-06-21 09:00:00,SHORT,EXPIRED,0.96,0.96,20329.5,20831.28,19325.95,334.52,0.601
mnq,2024-06-21 12:00:00,2024-06-24 15:00:00,SHORT,EXPIRED,0.38,0.378,20032.0,20484.92,19126.16,301.95,0.53
